chain,draw,Dir_Path1,Dir_Path2,Dir_Path3,Indirect effect (Acad Resources) 1,Indirect effect (Acad Resources) 2,Indirect effect (Acad Resources) 3,Indirect effect (Autonomy) 1,Indirect effect (Autonomy) 2,Indirect effect (Autonomy) 3,Indirect effect (Effort) 1,Indirect effect (Effort) 2,Indirect effect (Effort) 3,Indirect effect (Policy) 1,Indirect effect (Policy) 2,Indirect effect (Policy) 3,Indirect effect (Research) 1,Indirect effect (Research) 2,Indirect effect (Research) 3,Indirect effect (Salary) 1,Indirect effect (Salary) 2,Indirect effect (Salary) 3,Indirect effect (Teaching) 1,Indirect effect (Teaching) 2,Indirect effect (Teaching) 3,Moderation effect (Acad Resources) 1,Moderation effect (Acad Resources) 2,Moderation effect (Acad Resources) 3,Moderation effect (Autonomy) 1,Moderation effect (Autonomy) 2,Moderation effect (Autonomy) 3,Moderation effect (Effort) 1,Moderation effect (Effort) 2,Moderation effect (Effort) 3,Moderation effect (Policy) 1,Moderation effect (Policy) 2,Moderation effect (Policy) 3,Moderation effect (Research) 1,Moderation effect (Research) 2,Moderation effect (Research) 3,Moderation effect (Salary) 1,Moderation effect (Salary) 2,Moderation effect (Salary) 3,Moderation effect (Teaching) 1,Moderation effect (Teaching) 2,Moderation effect (Teaching) 3,a11,a12,a13,a21,a22,a23,a31,a32,a33,a41,a42,a43,a51,a52,a53,a61,a62,a63,a71,a72,a73,im1,im2,im3,im4,im5,im6,im7,iy,m1,m2,m3,m4,m5,m6,m7,mod1,mod2,mod3,mod4,mod5,mod6,mod7,σm1,σm2,σm3,σm4,σm5,σm6,σm7,σy
0,0,-0.04999246690914666,0.0027678408425871725,0.055181277620073854,0.00867303723236334,0.06340108715780282,0.15005091504417123,0.03877720918767415,0.009071690605164953,0.0829209262154967,0.004256539284897546,-2.4584056614002942e-05,0.0030751862464460248,-0.04400435966468609,-0.10762691564456216,-0.16489678147682038,-9.122171415641563e-05,0.0002702258665447399,2.7309959493111417e-05,0.01999970484888447,0.2961149553933268,0.45394371358596747,-0.012871859496312792,0.008354271276051827,-0.0009646541892616412,0.00010364743629712296,0.0007576769205873754,0.0017931887344299839,0.000410159097056652,9.595420880815959e-05,0.0008770814851332871,-0.00014006866011861244,8.089801690356975e-07,-0.00010119423041228845,0.001249182488036618,0.003055280415146576,0.004681040090665172,5.9889355996262975e-06,-1.7741009660426754e-05,-1.7929677176664202e-06,-0.00025111356725263806,-0.0037179790065662694,-0.005699655375506217,0.0001891896259409815,-0.00012279045293949064,1.4178414958700368e-05,0.1965777897635402,2.910524124579581,4.461828440371225,1.4709232675522153,-0.008495460387893084,1.062685599544019,4.019408472744069,-2.6087317656150657,0.3012260367429418,-0.1411702709539102,0.4181883573626441,0.042263559910441596,0.30608356290335287,0.7486265010060611,1.1469816802316792,0.024782657625551797,0.18116461327486344,0.4287610388739387,0.2110793955259144,0.04938073186414339,0.4513707754806532,10.035244474876471,114.15036162166123,47.35805445012782,27.67318145168849,2.170729617024114,3.153495905851203,2.945443396799559,0.22809550590475008,0.10173939219146652,0.0028937874454735596,-0.0032024263230766175,0.0006461821851018338,-0.14376583716970337,0.3499639692968655,0.18370911614115096,-0.0012774259368502309,-9.52249945380922e-05,4.7069022027467855e-05,-4.242349015241026e-05,0.004081181217924637,0.004182256716094031,0.0019431508036808663,3.1982534374793157,22.627256696320625,20.656736675643707,17.652829813236703,1.1830918670788284,0.7271198274669882,0.8949494105382771,0.4868156523273484
0,1,-0.11654370352031437,-0.12049120859837097,-0.15677365366645377,0.04794385384112443,0.0016695233858100135,0.19124833864027888,0.011176959719115831,0.05629555343311371,0.05699884905546997,-0.0036484485053130344,0.0060872497653723,0.002178615404267347,-0.03831057340393819,-0.10333869812530977,-0.1483562745428916,-0.0016033272395108466,0.003166374227002497,-0.0018270609390815596,-0.024114818315682036,0.41251007451126975,0.6087957418877344,-0.010444009150087303,0.007796230866672073,0.011679949820706352,0.00029316283037602057,1.0208653705330536e-05,0.00116942839944176,0.0002721492028831919,0.0013707475357978658,0.0013878721696719725,8.739064424729743e-05,-0.0001458068211502557,-5.218399093991719e-05,0.001220711322014274,0.003292738990714596,0.004727159317530585,5.420807414572625e-05,-0.0001070542835178388,6.177245194481299e-05,0.0002904447459174613,-0.004968371820653719,-0.007332484211719195,0.00030419693255156333,-0.00022707654512976334,-0.00034019549932942704,-0.1635505409895068,2.797709066962622,4.1289497451074215,-1.1130104773344511,1.8570010669315296,0.6646172386702606,2.526442282812138,-1.885935470284493,-2.8254206468126193,-0.6694031371443246,1.3219889169818277,-0.7628139123665016,0.2876228916409582,0.7758321667448155,1.1138089797611845,0.12600235254027872,0.0043877130722568426,0.5026241876164093,0.08357090743590175,0.42092577975075457,0.4261843701754376,10.229455233841731,111.92823321303453,44.073302042214834,25.61664082800081,2.1689090176087604,3.1081299345827627,2.9497091749796644,-0.13967001192344553,0.14744566523463357,0.0032780001443029573,-0.004133879970716078,0.002395159434642993,-0.133197233312575,0.3804996722247578,0.13374223233950733,-0.0017758715083436862,-7.851735992332191e-05,0.0001204052570767487,-8.097971332637911e-05,0.004244138270948534,0.0023266456892723987,0.0032565064953007515,3.153847547920311,22.864660133858326,20.023338981690564,17.023877456058425,1.1598304072480197,0.7185132519362221,0.867102959116639,0.5054954967169436
0,2,-0.17039356134358602,-0.2034768303200989,-0.1365332490771217,0.016089174622489957,0.05928121825632919,0.138192144586781,0.040454366458542536,0.022895808817608936,0.15058400953588622,0.007151900276773293,0.0029602034868491125,-0.005107970079248541,-0.02164287027109795,-0.04696547911002218,-0.06542026496133939,0.0032878196630059635,-0.0027273189852841263,-0.0008850568660023634,-0.0011663216916069352,0.2123303457995506,0.31404873554869606,-0.018906314121555745,0.0016160724652938907,-0.0011568511407398759,0.00016624101992974885,0.0006125217990881038,0.00142786709706495,5.372836153293791e-05,3.0408442930435643e-05,0.0001999940380654511,-0.0001766305232800369,-7.310816295853712e-05,0.0001261515671473394,0.0009586074341466401,0.0020801980910659513,0.0028975986803159576,-6.748958322298936e-05,5.5984099038049366e-05,1.816769930761142e-05,1.028759863240939e-05,-0.0018728704016958545,-0.0027700825300516537,0.0005041843632713441,-4.309663225078714e-05,3.085034195685241e-05,-0.014451767106563098,2.630962563101546,3.8913442311162374,1.1692607118118428,0.48396223411866374,-0.8350995539146926,3.6657754721592304,-0.31334287404819455,0.22430371723426668,-1.8436606628690035,1.5293572165290108,0.4962998873115872,0.3719197519451401,0.8070736053854276,1.1242080376510228,0.03771890220319824,0.13897682922599075,0.32397286431541916,0.1989568425073846,0.11260287152617848,0.7405806020980309,10.108761805019505,115.5021095254781,46.05772177815113,28.916218718199577,2.147158788042039,3.1294099168066842,2.9139367928375255,-0.11079407863838264,0.0807044344824284,0.006116600176953671,-0.005157521038902982,-0.0017833106326028776,-0.05819231207244507,0.42655468963054105,0.2033323707227662,-0.0007118574881916966,-0.00015106171061399714,0.00013753825543886007,3.660629343686586e-05,0.002577457715362316,0.004407366339406692,0.0002700503328049333,3.12928281558053,22.774441383542026,19.67165327763173,16.415520150443697,1.1631625011285602,0.7467073770386515,0.8245811129527307,0.5449789959881807
0,3,0.03306145661515967,0.051775027917410114,0.1814295433841413,0.16048624965427985,0.2690008389791147,0.33110423839164693,0.012394892782628047,0.011416616887040298,0.06530902912822135,-0.0033229769101336053,-0.0012737055495391691,-0.0008503320570938516,-0.10334991056630363,-0.17801284541847848,-0.2664664565258758,0.0003717869299521168,0.012704874038577467,-0.00013975415277602018,0.039257583672147225,0.2506556507185631,0.27703995677785925,-0.004571792581953721,0.01953364502006954,-0.0024114957345718873,-0.0006871204909629433,-0.0011517247673675933,-0.001417619935251024,0.0002829352678450801,0.0002606043967840221,0.0014907936658390016,-8.698350359731784e-06,-3.334099942506356e-06,-2.225861435316559e-06,0.002665205587578535,0.004590626423094074,0.006871683632269807,-8.819887678056484e-06,-0.0003013972599804436,3.3153826310817186e-06,-0.0002980834289815584,-0.0019032321623198476,-0.0021035685988956376,0.00011000741099553577,-0.0004700225737374544,5.802590507587389e-05,0.531839424860836,3.3957402531338166,3.7531798316141396,1.9569883409158806,0.7501186368784576,0.5007828722989163,0.7123463824085171,-3.0436029447670894,0.3757432630466704,0.03187531577078189,1.0892579571310452,-0.011981883684258262,0.5380876287283578,0.9268175400400123,1.3873481161424939,0.2119228063199898,0.3552168040669609,0.43722461915309313,0.10112264993519228,0.0931414715043304,0.5328180086718051,9.585864289285931,114.35746259667317,48.123127993695164,27.381211750110026,1.9930975054089273,2.95241864288215,2.9492326610720143,-0.048590898944868136,0.07381473023068867,-0.0016980054712939347,-0.006417934722284987,0.01166378813705465,-0.19206892158168842,0.7572863555419134,0.12257286365192877,-0.0005604763675794747,-4.4447635061846665e-06,0.00015442966190631766,-0.0002766996173930024,0.004953106976046104,-0.0032423149867383105,0.002797941589015006,3.064437971293786,22.79364385050127,20.293693403275533,16.662821193797743,1.1590818674660919,0.7165806870057595,0.877686815898097,0.5109716690502298
0,4,-0.022333042986400334,0.0729803211128277,0.010297873921248509,0.18774455180900632,0.15311208329194034,0.46735215050005685,0.003921304323075328,0.044375869604229075,0.10446782545147479,-0.0007768598148182793,0.001461379422758183,-0.0023979404390572488,-0.12273764424869095,-0.23725965441885863,-0.4166986202252726,-0.003261918362855847,-0.002183002372032487,0.004315611147772544,0.03588686024636312,0.21471465172506896,0.24334985777674692,-0.008759657233477639,0.020630384000050524,0.009307327706989216,-0.0009666409897424246,-0.0007883286854864984,-0.002406257550297414,-1.2227046011611118e-05,-0.00013836870458211082,-0.00032574184589845306,2.7669435573464865e-06,-5.2049987674872045e-06,8.540750496023649e-06,0.002926916538718681,0.005657915391321702,0.009936984620035293,0.00017891629281598242,0.0001197377273631692,-0.00023671136487878836,-0.00014165506909686744,-0.00084753635780402,-0.0009605672015169235,0.00021444278151113225,-0.0005050468084191489,-0.0002278501531195206,0.5973659254824756,3.5740997056267085,4.050755959392334,0.336153035193626,-0.6323497742569981,1.0376067102803932,1.0800419568958781,-2.5436703415485145,-1.1475682395094164,-1.0330385275583611,-0.6913494775775019,1.366739473426367,0.46208194187825835,0.8932337141903388,1.5687844490606515,0.24723954613237542,0.2016322796892252,0.6154529250530332,0.015015101580798686,0.16992004061577565,0.4000186881310073,9.98483067994401,114.03610442900273,47.80011564842003,27.274390841175773,2.0528247629507046,2.92820306482709,3.084386646758818,0.23468024414580477,0.060075171206624,-0.0023110301960260564,-0.008110478650897557,0.003157596039099874,-0.2656187855984812,0.7593629528363772,0.26115736227118785,-0.00023713282437805042,8.231202064716482e-06,0.00019855041754808948,-0.00017319421109961904,0.006334193729409613,-0.003909734526146039,-0.000814316569609297,3.0503232052698106,22.728484257423307,20.212925741337955,16.746432792762374,1.1397342486636939,0.7060588185024528,0.8331049512334483,0.5093202780632916
0,5,-0.14042982000570964,-0.06253479899641183,-0.0516105416458904,0.03127940803363693,0.004685171022802598,0.06248238784060981,0.007942637110638456,0.02845244559863399,0.01392059094283142,0.003814102931224664,0.016010605862222225,-0.005017284835096856,0.03799315558814575,0.06955357733756318,0.09867862388319283,0.011159837574018458,-0.025009012600851283,0.003929482570631857,0.04325295406986719,0.31917761847713877,0.3490079021551134,-0.010567535321526352,0.0018689550300212089,0.006006000682360258,0.0001892188937911383,2.8342060604333164e-05,0.000377975449404769,0.0002555500064784015,0.0009154418810496069,0.00044788740264350193,-8.021843561181761e-05,-0.000336735997592093,0.00010552382768577637,-0.00014557434109075385,-0.00026650105880069943,-0.0003780964078703737,-0.00015735411772905652,0.000352627991848522,-5.540584788375506e-05,-0.0004392990577867727,-0.003241730653521201,-0.0035447022261004663,0.00031831782180352024,-5.629710960068547e-05,-0.00018091418640115174,0.4833247149232283,3.5666102992907485,3.8999450660085766,0.5839973818040934,2.4514681625628874,-0.7682228980960226,3.073270541112311,-0.5435330246521697,-1.7466764392448868,-1.2738491487241452,2.854675007653757,-0.44853412913278995,0.5563926889186663,1.018580881732122,1.4451040991786956,0.07448239146506076,0.011156309026880503,0.14878279236651334,0.07773465431277832,0.2784643176005755,0.1362409373230964,9.809897733795708,113.97064811730596,44.232146696237706,26.829980690502566,1.9630430458538202,3.155897215165896,3.037008096714164,0.02793902154762912,0.08949046621118377,0.0065310274498869844,-0.003438530770448096,-0.008760721459990664,0.06828478580835486,0.4199570854046746,0.10217627107055668,-0.0009089108092818123,-0.0001373609507700285,0.00010357624476767061,0.00012352649282425503,-0.0002616395649872279,0.0025404513747373397,0.003287465657853877,3.0940431050568367,23.5538079595553,19.653207779798816,16.87752686637919,1.1820788819011694,0.7676405144674411,0.879444930270534,0.5072418157421491
0,6,-0.01636144957550485,-0.12609091549270054,-0.043951059535802965,0.08173537167289484,0.09740774032069138,0.3713063805312244,-0.02835168153779055,-0.02856841723616514,0.09052302291169494,-0.004242995419563526,0.001023855372896749,0.002242747933609531,-0.038043402220817535,-0.08060275380421826,-0.10299192617293534,-5.1517272283747776e-05,-2.729722700429226e-05,-0.0004138814563074106,0.01845476231570316,0.21000191008051475,0.34141138669265886,-0.0244778927097817,0.015050217577343638,-0.004175219720691378,0.00016583274138971273,0.00019763038057260478,0.0007533428149737561,-0.00027761518475263945,-0.0002797374264569473,0.000886387133563861,0.00016150849366569324,-3.8972782823576834e-05,-8.536960439763642e-05,0.0014152757034008314,0.0029985519808185448,0.0038314651753003815,-2.6567336423309643e-06,-1.4077115908857421e-06,-2.134376957795016e-05,-0.00011716721167202306,-0.0013332785233975157,-0.0021675825203026204,0.00046032591681147644,-0.0002830311124672257,7.85182723285887e-05,0.2589660451261785,2.9468471710534816,4.790847753027457,-1.9100400867446958,0.46090193645858357,1.0096024233037475,3.1492059597848754,-1.9362873860334184,0.5371633491374141,0.20828869306208328,0.11036499963793149,1.6733577651800104,0.521999505115787,1.1059630616776994,1.413168416987039,0.1601881513519983,0.19090346725029364,0.7277006449610712,-0.14448760698447488,-0.1455921489625058,0.4613290728480325,9.887014408404637,114.68516137943493,45.72580361950771,25.984742331379067,1.9939500854717416,3.0112485894007213,3.1730052600019145,0.08153722558906384,0.07126325115986257,0.0022214169477431825,-0.007772718908309764,-0.00024733590444293754,-0.07288014997711341,0.5102460511782116,0.19622223752959603,-0.0004524423717979497,-8.455764608634685e-05,0.00014617205819174864,-1.2755054550844431e-05,0.0027112587072029943,0.001035237250633544,0.0019213771377808828,3.2036258862004865,22.077969068062753,20.35716234051048,16.353551452422874,1.140607726071365,0.6955975574011107,0.8650302095682793,0.5047543364233589
0,7,-0.15827368582853582,-0.09223804649739903,-0.16166994333904006,0.024603724295607813,0.047719126121693684,0.06570725543493103,0.0068744701074978706,0.0315755028727429,0.05616889826260632,0.008379137171024498,0.013703495413503814,0.0002062327647290588,-0.06117170308667497,-0.09929409747608305,-0.1388253028091659,0.001145287628722677,-0.0009293878149191904,-0.00023475193036404788,0.050483070642639065,0.30567870914258827,0.3936923655625556,-0.001464487784473877,0.001687916059851122,0.0022920335519206535,0.000334127820661558,0.0006480436629572322,0.0008923292179812425,-8.070020183167321e-07,-3.706684900684498e-06,-6.5937321067279844e-06,-0.00016829342638543225,-0.00027523218077519997,-4.142147085169438e-06,0.0024238773410213553,0.00393444518993407,0.005500835988868591,-3.7873633536132126e-05,3.0734020548578946e-05,7.763035555027745e-06,-0.0004410710994856029,-0.0026707179776220722,-0.0034396941851452863,4.5367144126012666e-05,-5.2288542090767584e-05,-7.100299339744739e-05,0.5724214247190738,3.4660538664995237,4.464030058543991,1.211087320226426,1.9806489856098493,0.029808067499158087,1.9399873016576559,-2.235959737657758,-3.036226066779239,-2.6217891677801775,2.127551930810248,0.5373934483430789,0.623993073143067,1.0128674845177688,1.416112727925308,0.07491360313815291,0.1452955509267429,0.20006594114812085,0.025947444215074174,0.11918061851193591,0.21200751934342538,9.530629590507411,113.25414986225476,45.958242637743744,28.405671566810106,1.8891467070311145,3.161225805460057,3.0353446254234795,-0.211186874639203,0.0881921403752743,0.006918689537149086,-0.0007548955517505294,-0.000436834373563444,-0.09803266369376785,0.32842799258012634,0.2649382363255702,-0.0007705356236483751,-0.00013896060471838475,2.3385278907366004e-05,1.4445720503223783e-05,0.003884461936111296,0.004460175544425113,-3.110140681400537e-05,3.065803910569712,22.809758902359057,19.71477077002995,16.980701716424193,1.175830268895239,0.7434277728606062,0.8619117229529407,0.5077291405566664
0,8,0.001713201924501551,0.0030812201119349925,-0.06571913120077283,0.019423905260764675,0.03629990806958618,0.32464144489623087,-0.023916393235551687,0.028052254718666386,0.12284477806871481,2.3411865622226967e-05,0.0001505954045714477,-0.00010524026885538598,-0.05957550810927394,-0.1251591263188139,-0.18562088999049647,-0.0002375194669906737,-0.00023675431668769464,-0.0004372103772253005,0.039307665686137756,0.1797040373825007,0.2581276038423688,-0.0067902071042085085,-0.001731029524247611,-0.003665051734568292,1.9511981098131556e-05,3.646450652477056e-05,0.0003261135004236528,4.5043025138429284e-05,-5.2832314723954016e-05,-0.00023136015419116977,2.645647165298062e-06,1.7017964806406015e-05,-1.189262844171294e-05,0.001643612529222283,0.0034529811778826304,0.005121044371357678,2.0757359944823013e-05,2.0690491740494102e-05,3.8208797311058976e-05,-9.883238233684901e-05,-0.0004518349746809352,-0.0006490175793786841,0.00022236615982699836,5.668787151065331e-05,0.0001200233611840957,0.7703720328372123,3.521932991208719,5.05891874860359,-0.0764788262870705,-0.4919454080120978,0.343785171590698,2.2543863952507674,0.5747113967735307,1.2168174904680003,-0.5806537307706701,-0.5787832003941323,-1.06882959903868,0.47610084288471344,1.000215817308752,1.483399218675385,0.03570407172416686,0.06672471389752577,0.596740010703485,-0.08730142131345503,0.10239845464433213,0.4484172684697608,9.756608379113258,113.99475242444743,45.9946473216405,27.800803858424143,2.0131114669966785,3.0745159619819815,3.11494101622208,0.0628637555737818,0.051024263616334935,-0.00030612218778499966,-0.003011997907063841,0.0004090552671993118,-0.12513212064129867,0.5440249339297988,0.27395193429532005,-0.00012829175790930267,-3.459319780049154e-05,9.863711043299806e-05,-3.5748258979190405e-05,0.0034522361255728325,0.0005464917628687308,-0.0005159483598405881,2.9540774759861295,23.849470100960623,20.197934265275286,16.16349907901395,1.1701676013997073,0.7254693061040142,0.8419407388846185,0.5023086890167969
0,9,-0.023006566603833795,0.012518766421155772,0.1383192461774234,0.056190386396980596,0.10928673437171971,0.19511103457529588,-0.0008978139238733606,-0.023562465828265072,-0.054286971215639516,0.0009977822544579365,0.003680759254741159,-0.0005439823983913994,0.007886442470425845,0.02615889470695422,0.028658984886341943,-0.01579464451456253,0.016113169248716048,0.009944701439123333,0.03231655301256897,0.27847657128746234,0.32501077042050835,-0.0018899255954625239,0.002144374534052504,0.0019304483308333216,-0.0001289739388987922,-0.00025084612342270916,-0.00044783886115341886,7.145625507193643e-05,0.0018753168374628414,0.004320654379620396,-3.303825258332759e-05,-0.0001218761442321137,1.8012174298192076e-05,0.0003839580919266386,0.0012735678141642041,0.0013952868095822237,0.0004537924260129142,-0.00046294388945505594,-0.00028571900987534764,-0.0003695381978664825,-0.003184365927318476,-0.0037164822108867674,7.236747292036256e-05,-8.211062191905049e-05,-7.39191360978156e-05,0.3522021933469179,3.0349789832172696,3.5421322985453823,0.4574155898878096,1.687378842648498,-0.24937908901172703,2.7563559324533644,-3.1274561720992065,-2.8154561860859424,-2.0852455110361037,2.127297883372512,1.3129224918868379,0.2817384319969081,0.9345108399822696,1.0238250636810995,0.09473365904640843,0.18425095280751136,0.32894563306724844,0.008165649848494055,0.21430147205854433,0.49374195085964734,10.199418606715247,112.98440533606461,46.15527097142048,28.27770612859838,2.195338086652418,3.024547411423366,3.022708120434353,-0.08122488361795091,0.0917556835903554,0.002181347283555995,-0.000685660938491477,0.007574477168740954,0.02799207198864652,0.5931406742080327,-0.1099500885454866,-0.0010492217392368388,-7.22280860419097e-05,2.6254763424529884e-05,-0.00021762062242130744,0.0013628175936283066,-0.0013614373201357086,0.008750835071028022,3.241904994332443,22.30451541999462,19.624561345834255,17.132299985012565,1.1598955028110485,0.7514512268445385,0.8601697011251864,0.5189343424320105
