chain,draw,Dir_Path1,Dir_Path2,Dir_Path3,Dir_Path4,Indirect effect (Acad Resources) 1,Indirect effect (Acad Resources) 2,Indirect effect (Acad Resources) 3,Indirect effect (Acad Resources) 4,Indirect effect (Autonomy) 1,Indirect effect (Autonomy) 2,Indirect effect (Autonomy) 3,Indirect effect (Autonomy) 4,Indirect effect (Effort) 1,Indirect effect (Effort) 2,Indirect effect (Effort) 3,Indirect effect (Effort) 4,Indirect effect (Policy) 1,Indirect effect (Policy) 2,Indirect effect (Policy) 3,Indirect effect (Policy) 4,Indirect effect (Research) 1,Indirect effect (Research) 2,Indirect effect (Research) 3,Indirect effect (Research) 4,Indirect effect (Salary) 1,Indirect effect (Salary) 2,Indirect effect (Salary) 3,Indirect effect (Salary) 4,Indirect effect (Teaching) 1,Indirect effect (Teaching) 2,Indirect effect (Teaching) 3,Indirect effect (Teaching) 4,a11,a12,a13,a14,a21,a22,a23,a24,a31,a32,a33,a34,a41,a42,a43,a44,a51,a52,a53,a54,a61,a62,a63,a64,a71,a72,a73,a74,im1,im2,im3,im4,im5,im6,im7,iy,m1,m2,m3,m4,m5,m6,m7,σm1,σm2,σm3,σm4,σm5,σm6,σm7,σy
0,0,-0.14417965669171023,0.21429722298436404,0.18749704543532328,0.3283462421179285,-0.024477435236392033,-0.1188082630862676,-0.06998803398607138,-0.11420546338636939,0.057992036114218395,-0.036760761457655625,-0.019079464129710302,0.05440960032983976,-0.0003479252660016341,0.0012683680226173377,-0.0033436641256810312,-0.0003191778523321224,0.009273042799144843,0.10057119125929546,0.08000876482867923,0.12357018398726259,0.0038181555358509076,0.003484303524958448,0.00027735732378900396,-0.010179632681617031,-0.011988082758757276,0.026539930235511548,0.022697466071765385,0.054837653556335866,-0.00017599618072883222,0.0003211485744839131,0.00017536465573826223,0.004895638942696467,-1.3091232028766586,2.8982147665485107,2.4786098060048776,5.988384140030153,0.13780756047075454,-0.502380022539637,1.324371183182532,0.1264211757072507,-0.18349192751440366,0.33482641899684396,0.18283350562528466,5.104146137091644,1.4818118659999,1.3522451507146556,0.1076413387703782,-3.950677325086716,0.08615209674472436,0.9343663333358097,0.7433291312514956,1.1480406891485275,-0.07057532192058434,-0.3425575977695754,-0.20179516282866308,-0.3292864332288836,0.16251228766663622,-0.10301544558781942,-0.053466778732615246,0.15247315343807527,27.407690187262094,118.16918921187654,28.533689639722827,36.64776124497543,1.699037894688305,3.588476522660475,3.1964680958435405,0.6593280402946572,0.009157337317385212,-0.002524718272445369,0.0009591494465881447,0.00257668036237143,0.10763571810238838,0.34682711421331575,0.3568470848996864,8.747950177021902,21.176785193700585,19.406672504742932,23.622735818832318,1.0066959719333628,0.7666428332202614,0.8609324322086791,0.5332002384163389
0,1,-0.008651423232792747,0.24571555494439376,0.2264416048884527,0.35221050403194315,-0.05354723089494629,-0.10050169914466539,-0.08337329100654714,-0.08728779793565676,-0.019818647626937528,-0.07126224666961892,0.014708974237138078,0.10749771695718952,0.0008861592078876413,0.0007481154661627353,0.0007606707981761138,-6.955303121806747e-05,0.0033912246526998624,0.04906848471745899,0.07015530831637953,0.08516887021110363,0.0004651839745340928,1.4550606334570143e-05,-0.0007985163322579559,-0.0025072670115227767,0.004782330841515765,0.00019537805770052425,0.00211164171664345,0.03649056199997208,0.0017401588888817426,0.002168407796136276,-0.0026963845491583195,-0.008242384870538503,0.8255740850013206,0.0337281268404094,0.3645328472331262,6.299368097411376,-0.73142133804516,-0.6174822880612735,-0.6278452540600321,0.05740793607492026,-0.965373976027552,-1.202950184135442,1.4958516085809683,4.572561681154527,0.631957984447266,0.019767172463088904,-1.0847939729380716,-3.406152175942873,0.053090693030306516,0.7681826261562809,1.0983035097088443,1.3333455630890951,-0.1639897784142305,-0.30778905085347397,-0.25533285828827423,-0.26732113691962067,-0.04725213487496812,-0.1699053010332174,0.03506951874864527,0.2562988512651191,26.457865808531587,119.69333380824082,25.958297951047808,40.39163244177547,1.5978564637655672,3.634980465795143,3.1668835673042244,0.5996304426841601,0.005792733721175508,-0.0012115577736028908,-0.0018025748902434449,0.000736099528738386,0.06387606676680603,0.3265278568746431,0.4194233272079413,9.29086103268122,20.095166905754155,19.582240144134072,23.044780523722675,0.9762938792351548,0.7426552150922622,0.9665063724057279,0.510387865230445
0,2,-0.09975370281611705,0.3425714772846047,0.3235081808852163,0.4101269804344299,-0.023485246802406153,-0.05821915989498351,-0.07564601146623691,-0.0541893638013848,0.07380823074048597,0.03247159537784362,0.009319900776570451,0.016412320418076307,0.004946852753629161,-0.0015081069350419147,-0.0021237416311810147,-0.0053583996417279475,-0.011067388407589519,0.06574495009711831,0.07886893404295853,0.10494033308903633,0.010059393797347422,0.0014452901154676477,0.00015577969956621053,-0.0092157409620696,-0.0048088220360697825,0.020800531937236702,0.013873448642154354,0.0386066587740657,0.0017707819738213724,-0.0012801411830080035,0.0004275963479927911,-0.0033344867176009155,-0.7294570258490485,3.1552621513554073,2.104483074829384,5.856298751765737,-1.2331844143227806,0.3759509449844451,0.5294204638897962,1.3357775646432823,-1.9331513333917993,1.3975219261585465,-0.4668041930040067,3.6402377817280067,3.0116113319237354,0.43269526746308407,0.0466377912972236,-2.75903602866816,-0.12064503619171113,0.7166823456245385,0.8597462248175324,1.1439492152290405,-0.06579656664729448,-0.1631075400828794,-0.21193082946568487,-0.1518176120068283,0.20467605150789753,0.09004629783726163,0.025844820723327208,0.04551266038425279,27.06545726063029,117.06773119077751,27.62332980708227,37.048629709072806,1.7250161329854115,3.480701895667439,3.163333825297054,0.8425548410487721,0.006592330823700785,-0.004011446054762045,-0.0009160079416619998,0.0033402031964469186,0.09173513272442367,0.3569372689049247,0.3606099990532504,8.875281103406147,22.327417263778397,18.614204713378715,24.426809297324898,0.9911785458284837,0.7633419000779058,0.8809139233573539,0.530463443545284
0,3,0.030183346758786526,0.4151651661252243,0.2847479917485599,0.5148542535785893,-0.03591837159280092,-0.05588109882856851,-0.06575420555151297,-0.11676907655759734,0.029486888385292027,-0.02132084238468138,0.014865344123601819,0.14743656475541775,0.0005907665717258274,0.0004899990253836289,0.0006991283425160879,-0.0007162535486068321,0.010368818930090031,0.04251720423042782,0.05207493068416708,0.061098478719577784,4.4854439940497e-06,1.272266031121145e-05,2.4028218230997764e-05,8.26815635163549e-05,-0.00038645621833698394,0.00045832178722450616,-0.0008589069397906819,-0.003946971593123104,0.002518121310870227,0.003930127984896163,-0.004091247528662982,-0.02011620855715009,0.6103968294939283,-0.7239064932470164,1.3566195806982864,6.234131661569331,-0.4508916150819307,-0.3739826566326644,-0.5335967243131856,0.5466672198395475,-0.6676515257150293,-1.0420292040912258,1.0847482378224687,5.333586303727978,-0.2603229854197186,-0.7383886453802935,-1.3945325172954417,-4.7986133551775,0.21573065464169083,0.8846006824892079,1.0834559811161146,1.2711973177133573,-0.11194825469556863,-0.1741669014188458,-0.20493881609769074,-0.3639389466547054,0.06585129800624763,-0.04761455760514231,0.03319788080240433,0.32926123081773545,26.573297130197897,120.37699488336244,25.567519515063758,39.8428002271987,1.5525701674407009,3.5870315904831087,3.0785862464540736,0.7984172719378685,-0.0006331229122821453,-0.001310218580175815,-0.0037716102096425454,-1.7230303297335888e-05,0.04806372533060591,0.32084798186874025,0.4477799113769096,9.587395293218368,19.498774971724295,19.638010572211602,22.32593881722332,0.9986996445283888,0.7348792221164016,0.9377546937185498,0.5117213781819925
0,4,-0.027843971391636444,0.050018083989110826,0.2337955497591197,0.35141371497024715,0.014952559589243837,-0.0512000118195734,-0.0336941518875657,-0.06983337317064829,0.076293051050654,0.06127520933379307,0.03337705221617388,0.08347454509065631,0.003613310808453004,-0.0011594712669001587,-0.0007966779219729059,-0.009005299590262804,-0.0038371979346379583,0.09592583410876666,0.06614749470988783,0.09191503252643984,0.008053415455188428,-0.0048623428483752585,-0.008784207903040476,-0.00804688197577957,-0.0019563097329207482,0.012298120557319643,0.021829889254780948,0.047860480056074586,-0.001750851598901733,0.000500015623122994,0.0010910585649190662,0.004160424911778075,-0.24731324545995184,1.5547068324132731,2.7596963143309767,6.050437950981974,-1.1291080701788623,0.36231822668971664,0.24895048301091469,2.814027627503603,-1.8345067632846765,0.5239062196604917,1.143189015984694,4.35920876651254,1.8641081267809767,-1.1254768699424573,-2.033263207455912,-1.8625958352408254,-0.04217340048438439,1.0542897936406121,0.7270057038905404,1.0102083716561008,0.04323563565670174,-0.14804589431245632,-0.09742733784657874,-0.20192464447736255,0.21912515692071521,0.17599164898651645,0.09586393129780739,0.23975149164936413,27.097533801943083,118.4463732926848,28.766938372762016,36.64350621895093,1.8112864156763897,3.5427426413930863,3.119831784760913,0.7085179302680049,0.007910250537865102,-0.0032001461187684353,0.000954399097317494,0.004320251244811328,0.09098621146423239,0.34583878234079146,0.3481711188380742,8.626043748755027,20.797444085041054,19.175849876005703,22.971581753307074,1.0062759073183833,0.7871636819361278,0.9018695453891882,0.520114719525565
0,5,-0.08902818514284541,0.5652253994245698,0.27037726250377075,0.356166725841481,-0.06459874028567605,-0.04850500058075186,-0.12944030681902227,-0.12604349652161476,0.07269690772543236,0.1543248232988462,0.05143559117293314,0.0760152198724657,-0.0009322226861703185,-0.0010957875152493785,0.0025355151605642346,0.0009560061948244489,-0.006509612907775726,0.010797623369769619,0.05508671796912924,0.06410780516926766,3.6120066623439045e-05,0.0001146093093678504,-8.232685144382072e-05,-0.0008897606071798088,-7.991080401370397e-05,0.00490426504606057,0.004156732046081116,0.020049636618639295,0.0033804302820906957,-0.000694469582755032,0.0004840171769131654,-0.00666235334183295,-0.022643378640672188,1.3896635350223632,1.1778439572587658,5.6812282039595114,0.277490729177311,0.32617837040536213,-0.7547359243481774,-0.28457026420336995,-1.320690904333003,0.27132038963787125,-0.18909932456728745,2.6028962959619153,0.22096677998942618,0.7011296604694541,-0.5036396931340119,-5.443166491901663,-0.11424488168315834,0.18950023938675886,0.9667818449203411,1.1251035538198366,-0.19715559489484774,-0.1480374416371328,-0.3950522963980253,-0.3846852187743952,0.17270075072339058,0.36661824653707203,0.1221917889962647,0.18058382328944309,26.624620265883888,117.04774930660788,26.43479498766951,41.599531277940685,1.7331272839875547,3.6621835891144348,3.0560593811278567,0.9932469834422564,0.0035291024931309346,-0.0033594732657704286,-0.0025595923096009628,0.00016346378684238184,0.05697947086880615,0.32765359928096166,0.42094146910726943,9.59571042456872,21.116795105773416,20.078599099323203,23.919856416118865,0.955055585117681,0.738385131700701,0.9430737914404628,0.5155929621497689
0,6,-0.060584173382566595,0.24554489520104542,0.2283127278512006,0.38968454719793116,-0.09037980940409956,-0.07315563080141858,-0.0340383497589699,-0.13379475056526055,0.06505506715311539,0.11927471620846977,0.010269949505227725,0.11870616898088042,0.0017262885961459072,-3.357834451894749e-05,0.0012979770577506821,-0.0014715873126583557,0.002688923920288906,0.019873885271467422,0.028599388617545362,0.03375172997901592,0.0015253594663811783,0.0008974021974408024,0.0008331390666332561,-0.004763053310449892,-0.006059438007271689,0.007770814720095604,0.007838319574378127,0.0642987824907055,-1.4522391098921517e-05,-9.692223500431553e-06,-3.9827060118713816e-05,0.0001598698946059443,-0.5976845044909374,0.7664894896024268,0.7731479627700975,6.342236013671418,-0.613949775967306,0.01194204557730763,-0.4616219591532193,0.5233659672780254,-0.31975328172513584,-0.21340289284087824,-0.8769102200648454,3.520007352859306,1.2292880896326528,0.7232169578632779,0.6714272630107986,-3.838547459709579,0.09629683811744794,0.7117316701714669,1.0242129482286906,1.2087306946281697,-0.27424610305264385,-0.22198151109109307,-0.10328506817272588,-0.40598325215940173,0.15932672150852212,0.2921163611687213,0.025152189619216208,0.29072392903762584,26.567407287393767,119.58246127441642,26.386323380848104,40.316601737667305,1.7135266332300234,3.6882122544232994,3.1350028716343523,0.7651740980747528,0.010138188227638028,-0.002811774942707749,4.541748882316447e-05,0.0012408478364392193,0.027923283597425845,0.3295573151198083,0.40831234420169565,9.304100238417881,19.69213398817307,20.02748833061585,23.33957415326082,0.9428428311263477,0.7470397167253666,0.9008106325197337,0.5001665447864354
0,7,-0.09278157993507809,0.24124510235230753,0.3328124680816897,0.4149423851688584,-0.0035253648781873436,-0.14008865891829683,-0.1273826733027196,-0.08624723859223407,0.09702668862858664,-0.1580195998135843,-0.01556261023472782,0.0896202286525289,0.0036436661231480138,-0.0034751674277721002,-0.0008946129764010853,-0.002485896533635563,0.001649664693056793,0.037108698528992304,0.05647209077528896,0.06319901317776482,0.0011521695438814353,-0.0019022891086846784,-0.0016657724935109832,-0.008053561480824792,-0.00476925466741573,0.010289194977461962,0.021919608230097826,0.05180410104117867,0.0032405981193737144,0.003951840576611544,-0.004237736986514507,-0.00790016378454767,-0.5311996137215944,1.1460105988627285,2.441406097331745,5.769941087499033,-1.4956428844484737,1.4264779647603592,0.36721847920949047,1.0204045421140036,-1.43330222153741,-1.7478816159757813,1.8743323341298364,3.494207515336687,0.5742232532275875,-0.9480710945443387,-0.8301949183091226,-4.0137688920403285,0.0315426954035083,0.7095432056266501,1.0797842528978017,1.2084075211518839,-0.011883324615673267,-0.47221183236964986,-0.429382407090524,-0.29072279574190374,0.21843092227124633,-0.3557409555255609,-0.03503526044810309,0.20175716058565257,27.089141692176078,119.14765048534694,26.556900024241056,38.57183500509227,1.6111308514168132,3.586276665928499,3.09526592752611,0.6992709160447167,0.008978272092485615,-0.0024361872483294267,-0.0022609314844274334,0.002006483606167695,0.05229942057752335,0.296664863765283,0.4441985027563974,8.812469091268424,21.013541906303598,20.714035108400928,24.261816877268508,1.0298317981275855,0.7546949334277882,0.9121900906126058,0.5428745873403819
0,8,-0.04203853959723229,0.41130155872893653,0.1812881488994359,0.38428191608311685,0.023038286932202653,-0.009611309631582554,-0.05549196173139716,-0.07126604797907476,0.010756055353921183,0.027024921392033045,-0.001312997574087464,0.09476039179134431,-0.00012034894283134493,-0.0007703779501586985,-0.004642745705442047,-0.00010096349332235514,0.014576465266144058,0.03340810896276161,0.09224669896873688,0.11302548226114058,0.0014547295608161694,-0.0009047941621673463,0.000458909868361805,-0.004493303147846265,0.001957364482575256,0.0035686674867416476,0.0010622963344367607,0.020937776346349246,0.008843372686558259,-0.0037299961586999713,-0.0009620850690113214,-0.01991513301640328,0.5429158412392187,0.9898443176603917,0.294650032321662,5.807528725462998,0.04701804803537029,0.3009720452360952,1.8138326391482753,0.039444520800667106,-2.307440314570688,0.9732422023624753,0.2510302294120804,5.196318465909985,1.571996396558851,-0.9777302949398784,0.49590293539186303,-4.85551166850418,0.16224779362159275,0.37185914893012306,1.0267800254232704,1.2580646120345438,0.06204125464668155,-0.02588290136744578,-0.14943780059485348,-0.19191683146163838,0.028192354340488137,0.07083416130154814,-0.003441456150872311,0.2483734468557885,26.82858942488619,119.45226135108605,27.235285574996386,38.530975115148685,1.7089296046327858,3.496177410207939,3.1601093621319434,0.814222255161552,0.0036052815812254134,-0.002559632903960836,-0.003832546666847856,0.0009254026052480894,0.08984076110236947,0.37133818558962556,0.3815238423870827,9.11632250348048,21.268535784137853,18.11730742208232,23.281990026250348,0.9238302545243531,0.7284789564360282,0.9045683183369502,0.5213161471976229
0,9,-0.0024124990199812383,0.3581285739027529,0.4483065725532241,0.51461078826274,-0.020411391320598025,-0.07107157357836516,-0.07144102143236324,-0.07433398957910103,0.07623144790310744,-0.07582542003800424,0.005818342562700455,0.053796079625595704,0.0024582363593933514,0.0007526880071965955,0.0024710738122508966,-0.0017058215250857778,-0.0031435769309876285,0.04971698129030573,0.04699299069323835,0.05608971943651027,-0.0009776550266818965,-0.0008799020461164923,-0.0015258377555052909,-0.00945728451603561,-0.00046855545059670296,0.0013186126187205113,0.003885331284767902,0.007219028031704131,0.0005582228087107718,0.0012335573552430784,0.0006778768376063344,-0.002534421503895036,-0.3469647897621008,0.9764311768209634,2.8770834928050544,5.345682224200257,-1.3135478174205393,-0.4021955355406486,-1.3204074540530513,0.9114982506150704,-0.9010110535921487,-1.9910487263693628,-1.0941411101921739,4.090735372753679,-0.42301173842839634,-0.38071598264849654,-0.660199419939143,-4.0919774918130205,-0.06501585579019013,1.02825289689302,0.971914978744115,1.1600546734673591,-0.0655784704237734,-0.22834137137807325,-0.22952834706169997,-0.2388229817618986,0.17716120579836186,-0.17621760065707104,0.013521776281438377,0.12502160979296742,27.230368127874584,117.80148009427229,26.565566353476783,40.83226363840145,1.7005398138617358,3.5386194264067794,3.173026368766206,0.7119824572442955,0.0013504409220254647,-0.001871447941819642,-0.0006195515654167065,0.002311177061691363,0.04835092752039026,0.3112514090172881,0.4302942484477734,9.343172677951227,20.561074823113334,20.1381089138143,22.31400412200989,1.0581096920180628,0.7375928082878929,0.8936191003564231,0.517358198779151
