,Bootstrap_nr,Current_position,Salary,Actual_hrs,Effort,Policy_influence,Performance_pressure,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Leadership_quality,Sense_of_community,Contract_duration_2.0,Contract_duration_3.0,Contract_duration_6.0,Leadership_position_2.0,Leadership_position_3.0
5570,1392,Current_position_5.0,-0.011587663391079592,0.0021471676213199323,0.0003458749874533016,0.000142386919840634,0.0004815181096792703,-0.0027111512246867334,0.013105540231613153,-0.0005459656237830628,0.0010409835602707188,0.0005034426399120635,-0.0008650348517181334,-0.0011142199362134573,0.011783198985785755,0.001812665973917948,0.0014934899841301868,-0.005947897055586744
5571,1392,Current_position_6.0,-0.013348030176671372,0.0027433536762116236,-6.494868727620446e-05,0.00021169595957427388,-0.0005427483983266277,-0.0056719195122617114,0.019687067730510863,-0.0009932446267490282,0.0009299113316729811,0.00016790792737814234,-0.0004437685551690749,-0.0001592912666162412,0.011783198109248015,0.004382878490357751,0.0031468553905152708,-0.0030585322385237594
5572,1393,Current_position_3.0,7.552643734626917e-05,0.0020774946244705964,0.0010569768680430435,5.339958960000061e-05,-0.00017432687226568146,-6.644570986042907e-05,0.000889557381105279,0.0002975407741905327,0.0008747898639172395,-5.9788581149370154e-05,-0.0011849021947023858,-3.054339947467329e-05,0.0016118201538459713,7.506405003009426e-08,0.0026023616531876998,-0.0035275477451013103
5573,1393,Current_position_4.0,0.00019605081313477232,0.004783666120680306,2.2223216075099684e-05,0.0004501392587038475,0.00023656892212938732,-0.0001266828655809221,0.0015648563666807182,0.00017961318310759342,-0.0008058797865391885,-0.0010407535209897795,-0.001954537097370145,0.0004864631719287115,0.010164988854017294,-0.001843658782221055,0.012558260390304972,-0.0019180079617723582
5574,1393,Current_position_5.0,0.00015504428896865162,0.003992373522445485,0.001233589221367919,0.0006790363746089779,0.00021596917417839221,-0.0001972687723979003,0.0023961312947240574,0.0002334564446886144,0.0013814837153399008,-0.00112770243943005,-0.0023890732087935617,-0.0001553406490852011,0.010164983834496613,-0.0013829319109336011,0.005886772036667076,-0.005834062886371866
5575,1393,Current_position_6.0,0.00019552995592022216,0.003211461067074933,0.0009904194079946907,0.0007836870537562343,-0.0001840540206916797,-0.00043469906369813653,0.0030375072332764555,0.00061250616516332,0.0016059307882210197,-0.0007991021571600085,-0.0011035068036750913,1.771319965306523e-05,0.010053790004654058,-0.0067930897154095055,0.011276987838299618,-0.0018787394813788777
5576,1394,Current_position_3.0,-0.001432342005602396,-0.00036169617452758385,-0.0005154051277707895,0.0011012730904416067,0.00011655267248301847,-0.0008116040543828415,0.006183494153161469,-0.00033351299507075046,0.0003985425102454172,0.0005452942613826129,2.9677106481116463e-05,-1.3078543363554726e-05,-0.0001862976293130914,-7.891950594437322e-09,0.00011150756928732177,-0.002755130017985652
5577,1394,Current_position_4.0,-0.002521209206614746,-0.000427473712472342,0.0002393394734574551,0.00281732718088713,-0.00010444191413178699,-0.0011518110355968549,0.010423685490130244,-0.0002859173534406366,-0.0004002446686651788,0.0020402217434801325,-0.00025198177277389124,0.0001339375347366049,-0.0017491610966952024,-0.0009771500235908812,0.0002614166351418512,-0.00724040353055732
5578,1394,Current_position_5.0,-0.002704202350906164,-0.0005051917228862002,-0.0003210496315928735,0.00422361475186601,-0.00020301842652823242,-0.0016396016773502246,0.014478443186552593,-0.000657389152456152,-0.001143575777820572,-0.0009191051607182961,-0.0007353177627108413,-5.812209211264184e-05,-0.0017492130203097687,-0.0008794221625837184,0.0008075017194840792,-0.004345935008584588
5579,1394,Current_position_6.0,-0.00340222610534045,-0.0005796004757026011,0.00011404539897827412,0.00583016545883494,-4.7770921999127726e-05,-0.0029800594316942933,0.017468019537786064,-0.0006354813047229716,0.002556664745493704,-0.000632335906487111,-0.0006815672321843623,-2.96760510416531e-06,-0.001706955215056141,-0.0036503138029979425,0.0013857090813436937,-0.0011443242263815608
5580,1395,Current_position_3.0,-0.004012693404795331,0.0006648009709098965,-0.0010507814017198288,0.001386760891261222,0.00023304199985326403,-0.0008909983259037129,0.002975110490708465,3.386040924354817e-05,-0.00043288473417037697,0.0006438712940404776,-3.8901434337764376e-05,1.3752425926512245e-05,-0.0003313956268516894,-5.565671028818355e-11,-0.00010853381395161643,0.0001751645885862093
5581,1395,Current_position_4.0,-0.007736071351417463,0.0016323114133777066,0.0019416140162420111,0.00772623508794957,-0.0005383981629588505,-0.000552415548464776,0.00362059287598796,0.00010448469353770086,-0.0017603698623178598,-0.00017250121072117665,0.0007889044329220234,-5.867568022456087e-05,-0.002400596887714199,-0.0003032687621500969,-0.0007444301396941486,0.0002114210038692424
5582,1395,Current_position_5.0,-0.007839199248610254,0.0003545609132079842,-0.0024970307136618,0.007244309556076101,-0.0006350477983933477,-0.004079839186152976,0.00783385618851766,2.8241429055390144e-05,0.0014005486012069219,-0.0010783683356733434,-0.0010127712441702467,5.081035422473255e-05,-0.0024005968544886657,-0.000741324918098576,-0.0005845954272003502,0.00022174186083005501
5583,1395,Current_position_6.0,-0.010813504322788072,0.0012131022969857897,0.0002717625516046452,0.010862684271813914,-4.5670279709428384e-05,-0.005934887164235909,0.010012423401143439,8.132919265425584e-05,0.0018257250894568478,-0.00014910979848560665,-0.0004903884182661596,8.193867064810737e-06,-0.002352846227799757,-0.001077771638773653,-0.0016048816903471547,9.423682430105325e-05
5584,1396,Current_position_3.0,-0.00462729872728901,0.0005348504365966964,-0.0021333536448485103,0.00024218274350557522,-0.000827232607097326,0.00018224042543656387,0.002348077837868795,-9.614111420916282e-05,0.0009370128953552409,0.0002949048248059748,-9.436362302607842e-05,0.0006914015949778116,0.0006625344333675039,-2.5071066457672116e-09,3.589656919766589e-05,-0.0046022825242101545
5585,1396,Current_position_4.0,-0.010056249141786641,0.0003689428180041381,-0.0007113592988706581,0.001183921189441992,0.00016850892243469955,-0.0057174540014038175,0.009279225467875617,-0.00044156061505996874,-0.003587755385222751,0.0014376268334588015,8.834474230244063e-05,-0.002073136678463339,0.004838687376091275,0.00045788178425715666,0.00016459994450907127,-0.006669218524337043
5586,1396,Current_position_5.0,-0.010131858862035891,0.0005728286460622759,-0.0029208337898658718,0.001304824298151411,-0.0009289448397934261,-0.004699116632073124,0.015511093326679526,-0.00017361538906327905,-0.0006117918944107185,-0.0011078388253878198,-0.0003527932468359445,0.0007542565411303524,0.004838674057168522,0.0007154359188279616,0.0022270765568003837,-0.0024154843688670583
5587,1396,Current_position_6.0,-0.013841965940322361,0.000838570038133924,-0.000513769444226223,0.0020743371333929827,3.862584302596998e-05,-0.01055407180990372,0.01770390433667909,-0.0004482602149388566,0.002995413316393279,0.00013791206926920156,-9.565920704535455e-05,0.0005373423221462884,0.004631407980410574,0.0009464122782261099,0.0020198092874968107,-0.002042381147106212
5588,1397,Current_position_3.0,-0.0033002696829196416,-0.0015873599023728687,-0.0014542041010206228,-7.52131521351188e-05,-0.0009669705910599865,-8.912863882969649e-05,0.00043891861313990766,6.22655792840784e-05,0.002672485929731458,-3.0258104748655703e-05,-0.0002825828981939287,0.00012359282040466112,8.36354071872971e-05,1.3375654421764898e-10,9.097988481924257e-05,-0.0005231014503364604
5589,1397,Current_position_4.0,-0.008549081054968731,-0.003561750790552656,0.0009682430927916391,-0.0007222255222588168,-0.00030358866406183924,-0.0013735494868318263,0.0024388511802260816,0.0002591545471196502,0.000214527701929914,-0.0001224972799788435,0.00029568060963716837,-0.0006595197229083758,0.0008273986044264196,-0.000280282128284199,0.0011259593189258058,-0.0008517755152739445
5590,1397,Current_position_5.0,-0.008520110709929614,-0.00452173163455224,-0.000558677640579278,-0.0013375999000246966,0.0016048328293394374,-0.0008393515966479881,0.00582664611861394,0.00016982013503389804,0.0015618375959814822,-0.00018117523716350539,-0.0003408478023469888,0.000895075998577971,0.0008273890960512763,-1.5723542765098506e-10,0.002536504203505986,-0.0008666735628270426
5591,1397,Current_position_6.0,-0.010825905089446456,-0.003367199457114304,-0.0002961271236807476,-0.001403693785397923,-0.0005113841637647318,-0.0030961922032408853,0.006623037884189684,0.00023964646552760726,0.0028281900633670078,1.9293627211237785e-06,-0.0003670554517327225,0.00024040977173991904,0.0008090827422876225,-0.0003797368810002859,0.005199532268154141,-0.00021588776448681443
5592,1398,Current_position_3.0,-0.004515295987044325,0.003415971867574139,0.000650248421916903,0.00018916666413339162,-0.00037478707658014556,0.00032345165622899816,0.0010806713876360405,-0.0001208581928966957,0.002578235766697542,-0.000398264509858024,-0.0013312191012444467,-8.391467217575316e-05,0.000597416211445253,1.1637462791469515e-08,0.0006536597478304105,-0.0012231765179371433
5593,1398,Current_position_4.0,-0.008617243766992048,0.004231134551141062,4.919011487800622e-05,0.0015623825759522654,0.0003616379465060341,-0.0010075332480105682,0.009510983089544529,-0.0014559498364054924,0.00028386456306856166,-8.887066426144184e-05,0.0007281052126563343,0.0005048313838049726,0.0057130188827294055,-0.0005516956303980028,0.0028617068958751916,-0.001672957515090259
5594,1398,Current_position_5.0,-0.010340240822411082,0.002318680126618735,0.0015166175431961819,0.0012913620610657958,0.00014357133674346755,-0.0017151085810676136,0.011971900912848919,-0.0016065858087539518,0.0025367865880684534,-0.0004928754229134615,-0.000819237986109363,-0.0002963068665706343,0.005713023608224036,-0.0006365432380103544,0.0010710979026627029,-0.0014878750978229666
5595,1398,Current_position_6.0,-0.010862973186236167,0.005194825090960883,9.406155817044874e-05,0.0018051336085831767,-0.0002704927541406794,-0.0032830029440530824,0.016786949123723943,-0.003101712651025645,0.0021900072425220483,-4.1704571612568354e-05,8.662631832891051e-05,-0.00017995767919394342,0.005595004218323392,-0.000891171286964591,0.003107765090849302,-0.0007937725531421412
