,Bootstrap_nr,Salary,Actual_hrs,Effort,Policy_influence,Performance_pressure,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Leadership_quality,Sense_of_community,Contract_duration_2.0,Contract_duration_3.0,Contract_duration_6.0,Leadership_position_2.0,Leadership_position_3.0,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
21,21.0,0.0005382712381595895,0.008041893928587363,-0.002109611589275063,0.016965284788007347,-0.050735504096929535,5.354177882633474e-05,0.0006587927599717751,0.40205670879275224,0.3755208624655173,0.038460580070071,0.11861213660776306,0.019977598133669967,-0.07543736200483299,0.12995517186059768,0.09683508348053918,0.005314391773429491,1000.0,1159.0,32175.38388924704,0.0,59129.76896218517,0.4622223502057906,0.4558513511219039,0.3693317159502866,0.4558513511219039,0.3767157038885112,0.22870874729520224,244.20976921525278,1017.1871811723507,53.895115392373604
22,22.0,0.00016464594670524373,0.008309985204871528,-0.003240642455253318,0.03323392494434808,-0.02920610844993065,-0.000665216148242599,0.0019134132783497591,0.3906270197504706,0.34035506908681906,0.03828921442708947,0.11921035789443818,0.05664265467337044,-0.05319777566033532,0.05057957981338713,-0.0902825195758974,0.08352321585610287,1000.0,1159.0,31361.346515165995,0.0,59248.64835741002,0.47733636932417334,0.47068249851063915,0.3865210157738308,0.47068249851063915,0.3942328520467169,0.22570302738127032,246.9368625957588,1019.9142745528568,52.531568702120595
23,23.0,-0.0001337901731799357,0.00029004904644924746,-0.001705588855544076,0.06898530447097105,0.014303303748088327,0.0024187586352628363,0.004143462952475994,0.4271504515367668,0.3945885000329677,0.05609034752854029,0.0397596011036354,-0.1293762949354071,-0.3659642044001727,-0.27609282078937625,-0.020765549536864457,-0.08503332410796118,1000.0,1159.0,32075.631560562335,0.0,60369.39973765934,0.475165989450373,0.46867731499816334,0.38419700808287127,0.46867731499816334,0.3917173817729823,0.22834255278055268,244.54394787081293,1017.5213598279109,53.72802606459353
24,24.0,-0.00015488074891073563,0.0010124363380786849,-0.0013678443024775393,0.012124058500738994,-8.580543911735734e-05,-0.002836895813081305,0.0011568357846690057,0.3533131058944998,0.4178992423406434,0.008324757096583518,0.11115740558328364,0.09217698970378645,0.11272711503083414,-0.03515125778666769,0.014143482694675327,0.19187369191178297,1000.0,1159.0,30934.218183390873,0.0,58566.89962349202,0.4785697024327046,0.4718139703098998,0.3878323915891738,0.4718139703098998,0.3956622851195046,0.22410979071490827,248.36777828009758,1021.3451902371955,51.81611085995121
25,25.0,0.00014956051410701407,-0.0035115600878833633,-0.0008016975885497702,0.012295117588114048,0.0030931668096399727,0.00396859183254866,0.005675076763410441,0.3610414313377116,0.33816764982305253,0.038501086259027824,0.1121193953064237,0.11229965784993064,-0.11350212117727718,-0.04867705317082769,0.2388496445745529,-0.0023092627370701396,1000.0,1159.0,31535.3682136041,0.0,59920.29309880071,0.4803489405472714,0.47371138252600986,0.39003149234764545,0.4737113825260098,0.39772442209428754,0.22634893258986363,246.35387533130955,1019.3312872884076,52.823062334345224
26,26.0,0.0001495864284836494,-0.003511558972306676,-0.0008017014862155456,0.012295117535098394,0.0030931668737994434,0.00396858528354646,0.0056750819823003775,0.3610414318753269,0.33816764995311077,0.038501086474086225,0.11211939562266943,0.11229965777184188,-0.11350212107078445,-0.04867705316801736,0.23884964442407247,-0.0023092627918377233,1000.0,1159.0,31497.834330590078,0.0,59548.498466788275,0.47768288593988983,0.4710557756858096,0.3869536440198533,0.47105577568580964,0.39463446480433234,0.22620977647040086,246.47961698294782,1019.4570289400458,52.76019150852609
27,27.0,0.0004680437763291954,0.0015919614142434289,-0.002630843730493,-0.01266263733086941,0.05116893974125888,-0.0034951069919602687,-0.00173488497358873,0.32054886162864066,0.4820788692795536,0.039411784820806914,0.09607026648466666,-0.012771918578156951,0.1221408604165885,0.07403742728402059,0.11274499735694153,0.029494929155190586,1000.0,1159.0,31530.662831606438,0.0,59841.17070467712,0.47972846837492555,0.47309415139597133,0.3893161214679307,0.47309415139597133,0.39700529484653874,0.22633149217095916,246.3696387550873,1019.3470507121853,52.815180622456346
28,28.0,2.525649886234583e-05,0.006707086368657563,-0.0033122247861983554,-0.023014316117560905,0.026448637350291886,0.001324550129776343,0.0028794320409181256,0.3910898652113326,0.2793465292719314,0.05592227104619772,0.11328451143349283,0.030345703526726452,0.018770128240607618,-0.035559739036080576,0.2954624270858906,0.05263191163225009,1000.0,1159.0,35388.68580833948,0.0,62680.651506745664,0.4410311660022834,0.43541292316447977,0.345643577947632,0.4354129231644797,0.3521551213966466,0.240206447170584,233.44493866552938,1006.4223506226274,59.27753066723531
29,29.0,0.0002606945083772357,0.002876263268489228,-0.0023044284788131665,-0.0034110472666235613,-0.06941978638338407,0.0014194439429981525,0.0024823184467694056,0.40033816847839543,0.4179876993282101,0.015101193914769,0.1504000795820135,-0.09832406897852364,-0.13079090391520762,-0.09197003110935319,-0.08665224107132105,-0.09456022373719417,1000.0,1159.0,32429.79862790686,0.0,59131.04724675397,0.4578456321521971,0.45156055679891394,0.3643586853299412,0.45156055679891394,0.3716430876643964,0.22964006936120615,243.35745853297533,1016.3348704900733,54.32127073351233
30,30.0,-3.170205004531555e-05,0.00662651939021938,-0.0029627351276856374,-0.0033599621729893036,-0.023767056078636647,0.0023615544904232494,0.0027503569836872773,0.40122244885638897,0.31309794803157187,0.04902126542754176,0.1377089938402911,0.03718687304845114,0.008731586917241761,0.06899419536508952,-0.006256788538975781,0.04037172720523976,1000.0,1159.0,33741.016926901924,0.0,60527.89331282397,0.4485156266197453,0.44255424928603526,0.3539203749225148,0.44255424928603526,0.3608296112522847,0.23438129652178183,238.9647674140639,1011.9421793711618,56.51761629296804
31,31.0,-3.966871519040279e-05,0.0005478325430010989,-0.0003109733913279476,0.013402169812816587,0.02627046968792912,-0.0005519454553261459,0.00135902622405602,0.37584674467479423,0.32401422966791715,0.0387393911114691,0.12152550539811592,0.24307975408077898,0.06539508331401508,0.07765403085018578,-0.017728685925903903,-0.10685788468485338,1000.0,1159.0,30702.325535826105,0.0,58300.77611656431,0.4801994695573355,0.47338050055386793,0.3896480001419329,0.473380500553868,0.3975511852169519,0.22324004271377743,249.14463807093432,1022.1220500280323,51.42768096453284
32,32.0,-3.967018144669993e-05,0.000547833177044204,-0.0003109747873210554,0.013402169670768292,0.026270469438532944,-0.0005519446958719977,0.001359024393740834,0.3758467446650772,0.32401422969129845,0.03873939108435846,0.12152550558385167,0.24307975408651208,0.0653950833301673,0.07765403084680741,-0.017728685940353345,-0.10685788463102719,1000.0,1159.0,33829.8224179434,0.0,60297.41513506026,0.444864690016351,0.4389507022453959,0.34974386390241385,0.4389507022453959,0.35659817572895086,0.23469894473767636,238.66726158142916,1011.6446735385271,56.66636920928542
33,33.0,3.6494646384177994e-05,0.007763714793560068,-0.0008496142979717031,0.0357663124962723,0.00222226668451629,-0.00020732566103449256,-0.0024720783244189903,0.41656387080165785,0.38288140712460905,0.019024041820455685,0.10196318708434093,0.009958055038833773,-0.12273648848189243,0.12223543501223272,0.007204090306373235,-0.06774432691258309,1000.0,1159.0,30851.176013108183,0.0,57886.88838999416,0.47378305697038026,0.4670438009163944,0.3823037652621011,0.4670438009163944,0.39011456302867065,0.22379871714066119,248.64597650550024,1021.6233884625982,51.677011747249885
34,34.0,0.0003162259676788768,0.010803094262569316,-0.006268504973084239,-0.01814095405690867,0.06756176387046757,0.0003572972142609322,0.0010974611024872022,0.38812741660071676,0.4199409639704278,0.015346967387263804,0.12141452932119592,0.028795586907451626,-0.13754085382710798,0.04756682494663297,-0.039153683545212876,-0.19220690866442358,1000.0,1159.0,34432.58896666547,0.0,61735.63598064253,0.4480943283587262,0.4422574835470724,0.3535764234310569,0.44225748354707234,0.36034132656776363,0.23684372047965882,236.6479431602497,1009.6253551173477,57.67602841987515
35,35.0,0.00038915236454740423,0.001755321903412528,-0.001612855988016409,0.01702888464465128,-0.06354609923575408,-0.0037145465973480465,0.002319083142069023,0.39404674250978977,0.4176838129983082,-0.010247472441395867,0.12884848103660476,0.039784352317337617,0.06040310524417668,0.007743542763668179,-0.05629341671581746,-0.048053274855002735,1000.0,1159.0,32152.144048592003,0.0,59376.75922157092,0.46490307313220214,0.4585062494129608,0.3724087430696216,0.4585062494129608,0.3798226617602223,0.22862348538176777,244.28762462783249,1017.2650365849304,53.85618768608376
36,36.0,0.0003891717096923943,0.0017553177321660526,-0.0016128543684318692,0.017028884574621216,-0.063546099221476,-0.00371454316276603,0.002319079669676549,0.3940467425848288,0.41768381318305275,-0.010247472028574985,0.128848481313083,0.03978435237729495,0.06040310519089754,0.007743542757580344,-0.05629341677175872,-0.048053274865670674,1000.0,1159.0,31796.179108934954,0.0,58230.247098174776,0.4603906402122434,0.45395768190151464,0.36713695332385543,0.45395768190151464,0.37459275200599007,0.22731353118093203,245.48013698849263,1018.4575489455906,53.25993150575369
37,37.0,0.0003891593639413722,0.0017553145451969473,-0.0016128526021882276,0.01702888404172755,-0.06354609898560666,-0.0037145449855999556,0.0023190836011731364,0.3940467425295968,0.4176838129317399,-0.010247471894504359,0.12884848128651827,0.03978435249890686,0.060403105081698806,0.007743542737931566,-0.0562934168880406,-0.04805327475636305,1000.0,1159.0,31849.521363099226,0.0,58428.05436263774,0.46132301805169296,0.4548933434369904,0.3682213850434719,0.4548933434369904,0.3756733779219122,0.22751031160014412,245.30143596951683,1018.2788479266148,53.349282015241585
38,38.0,5.509734461190842e-05,0.004612469893248437,-0.003593674186227797,0.011534596576618162,-0.005419023909305829,0.0023579980213955473,0.003037661425656393,0.3991746280667199,0.4072899453823417,0.045065729562703584,0.08297774160993868,-0.0421020321530783,-0.07169997896345467,-0.08278949573632088,0.005198236237000768,0.03058922333981987,1000.0,1159.0,33731.44976464243,0.0,59715.43290277878,0.4410272596524717,0.43513011419410175,0.34531580235096393,0.4351301141941018,0.3521505939372147,0.234347050063706,238.9968182089031,1011.974230166001,56.50159089554845
39,39.0,0.0003090962492056731,-0.00061398315117632,-0.0019529577677194208,-0.005459529787567238,0.0038704608912490343,-0.0015652856597650727,0.0017275201805094218,0.36016951096465755,0.4032959550756634,-0.014822984416677282,0.161639736392103,-0.025823651787699648,-0.027680988550779745,0.035838342679176655,-0.056794022019816294,-0.04773910689671093,1000.0,1159.0,31736.491069625983,0.0,58343.72538786453,0.4625052256323551,0.456042773089235,0.3695535740104233,0.456042773089235,0.37704355650789945,0.22709313891217234,245.68009691917592,1018.6575088762739,53.15995154041203
40,40.0,0.00024969736847131526,0.006313253080561743,-0.004494954645336606,0.04714983614801567,-0.01051756961130004,0.0002552813189385449,0.0012668594461772845,0.38934480638845453,0.40753939017348906,0.04088884157206521,0.07283347917485215,0.010933284531223832,-0.03987763082546662,-0.07680540368566194,0.08664034816043742,0.11450881596984057,1000.0,1159.0,33836.65807149812,0.0,60345.81976138501,0.4452032022690027,0.4392874567734346,0.35013416240041073,0.4392874567734346,0.35699051142977417,0.2347233773580138,238.64436156952056,1011.6217735266185,56.67781921523972
41,41.0,-0.00013448628781034341,-0.0023352166113430224,-0.00226265434989608,0.019230649519026716,-0.003592370182180687,-0.001112706997884745,0.0016189561028088263,0.4076108139165974,0.36403980879454356,0.05663858131523972,0.12880755733383403,0.16503231092746012,0.05769691367937961,0.10562615484092074,0.09008321669098351,-0.105381343281261,1000.0,1159.0,32838.055005941984,0.0,59429.963843553334,0.45362058723756105,0.4474495207100132,0.3595939945029053,0.44744952071001315,0.3667462606083333,0.23112670849362538,241.9897654742312,1014.9671774313292,55.0051172628844
42,42.0,0.00025470944487338194,0.0028824248257068416,-0.002542643320843754,0.052132480792988566,0.0249188924898329,-0.0010370639084722533,0.00240846955545023,0.34020032004940837,0.3120608088010263,0.06321650844351392,0.13058671524338406,0.031756790089826036,0.13669591373191484,-0.09202919103293866,0.0561512328232624,0.02158216916088608,1000.0,1159.0,33928.477629778536,0.0,61718.588684750786,0.4562631889527662,0.4502713306832069,0.3628644722618368,0.45027133068320685,0.3698090359962561,0.23505132107668927,238.33675835920087,1011.3141703162988,56.83162082039956
43,43.0,0.00046629288781937557,0.0035430915025215426,-0.0040171212152157795,0.01544541634751201,0.014157084995972168,0.0006704395208968581,0.0026813024062036957,0.36688402802792797,0.33999493704358674,0.07208208490333959,0.12449888236119909,-0.023508208343988448,0.008807508674894741,0.1660603936370362,-0.06555198081803293,0.14461030708685457,1000.0,1159.0,34107.91164646758,0.0,59673.18282656197,0.43418996818941213,0.4284214444267027,0.33754045409054845,0.42842144442670266,0.3442261731315286,0.2356908723864543,237.735639375318,1010.713051332416,57.132180312341006
44,44.0,-0.00015975905712004167,-0.0011701711671284934,-0.0011074909564962657,0.040291227521001456,0.021368842089621323,0.002844840313552877,0.0028754516092549596,0.3776682302119372,0.3496455982122304,0.00762999605584156,0.13192333413086588,-0.053812248443674014,0.03361338079726371,0.05172903828871648,0.24782263599016924,0.19603306626271083,1000.0,1159.0,31651.02668147422,0.0,59651.03186879484,0.47597945049629287,0.46939682869037214,0.38503092445214127,0.4693968286903721,0.3926601831252034,0.22677719708243924,245.96640977730578,1018.9438217344037,53.0167951113471
45,45.0,0.00019215285955067793,-0.0004103714038987679,-0.0009388453794074732,0.03133380237320062,-0.0337659173087806,-0.0019426080396007903,-0.00023100408564910064,0.428082006190658,0.3852967647892828,0.039984635728400345,0.12963722744540845,-0.023152064000351004,-0.011511884048954035,0.06697048405628299,0.03736044963825623,-0.039174298512864345,1000.0,1159.0,31073.542249311075,0.0,59137.556552299546,0.4812988794886047,0.47455485040491097,0.39100907161929177,0.4745548504049109,0.3988254013272929,0.22463072698443437,247.90103099058268,1020.8784429476806,52.049484504708666
46,46.0,6.566044392626348e-05,0.00043473270609095807,-0.0024645684697083402,-0.011156844204895437,-0.023953301839333873,0.00131094711820657,0.003595981891909175,0.38996885227922384,0.41124281358915554,-0.014999977307852066,0.15056581313086723,-0.00820550686911078,0.0036189213083402012,0.08718160231359727,0.259031879119822,0.07230860296866745,1000.0,1159.0,31476.658613114036,0.0,59710.81158660256,0.47949247363530756,0.4728482534949078,0.38903112580059807,0.4728482534949078,0.3967317769433215,0.22613123013745787,246.55055741000325,1019.5279693671012,52.72472129499838
47,47.0,-6.85092888314744e-05,0.0021580594589929347,-0.0011150939048956202,0.049356526719124036,-0.010814390374816518,0.0013221046142226477,0.0038125050200089115,0.3951837490769195,0.3511210049174116,0.03991548934787824,0.10219113437000694,-0.09706651220190904,-0.26717509913990817,0.018832105751419557,0.1833576148916259,-0.008086473194893706,1000.0,1159.0,31167.29829319183,0.0,59076.11393568091,0.47912980735376887,0.47242131858698067,0.38853630824231056,0.47242131858698067,0.3963114467230181,0.22498060428404298,247.58694039131717,1020.5643523484151,52.20652980434142
48,48.0,0.0006600777980263657,0.013033181132387914,-0.006281347773252959,0.015672808838453536,0.014102051249489616,-0.0020771197277557095,0.0021777240314456406,0.3272607402287806,0.3497667993502572,0.02878845049206755,0.1724627834984478,0.17608440313441145,0.17631925525484626,0.036839240739048505,0.19393598264907327,-0.0030027041324693377,1000.0,1159.0,33506.66989159683,0.0,59727.01121505265,0.4449756920678528,0.439003070638292,0.34980455886978046,0.439003070638292,0.35672682710664144,0.23354098662882528,239.74984960939088,1012.7272615664888,56.12507519530457
