,Bootstrap_nr,Salary,Actual_hrs,Effort,Policy_influence,Performance_pressure,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Leadership_quality,Sense_of_community,Contract_duration_2.0,Contract_duration_3.0,Contract_duration_6.0,Leadership_position_2.0,Leadership_position_3.0,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
0,0.0,-0.00016488052212340783,-0.006400802299269439,0.0008197409291365127,0.08849860477740373,-0.028369677212815643,0.0018148691147988523,0.003249587328492951,0.3973449058396261,0.38226289206380465,-0.011760390914495234,0.1220232390542267,-0.16172874803008214,-0.3964790981697664,-0.09068299435007929,-0.09512321072503405,-0.07158505329086744,148.0,283.0,1880.1978082131611,0.0,5011.6553484278875,0.6336806807480574,0.6248349741761546,0.2826236330530525,0.6248349741761546,0.2995380584574341,0.14013439884411635,297.70117987198273,965.2725811076583,3.149410064008645
1,1.0,1.909600392167192e-05,0.003650495923589242,-0.004734090853579731,0.04140553150529087,-0.004359679669413205,0.00039535484507193457,0.0006154212016513105,0.3107684009286096,0.3677425431619045,0.028971622016654843,0.1428775820417173,-0.11193913533514387,-0.249862015447706,-0.13545512495814288,0.05793713502567243,-0.04993650101140158,148.0,283.0,2928.3987379406985,0.0,4936.013152916651,0.4024519925979879,0.40672793057483425,-0.1344324030224453,0.4067279305748343,-0.14260868982952327,0.17754136468135365,294.1896189683729,961.7610202040485,4.905190515813565
2,2.0,0.0002675078352824317,-0.0023419505450964157,0.0003393161502041022,0.035486030121493324,-0.047262400727287913,-0.0018189768814987285,0.0006452455300585308,0.36395688234331797,0.2969571960097643,0.053682490471635355,0.14208407359227532,-0.1362812717191891,-0.25894773313849456,-0.0027266652490102817,0.0748038429838012,-0.0686960826202279,148.0,283.0,2072.992033923646,0.0,4988.999778801939,0.5909493998289745,0.584487447217034,0.20547261866500433,0.584487447217034,0.2178289199432419,0.14772720489799446,297.0553030689325,964.6267043046081,3.472348465533745
3,3.0,0.0003223498840729338,0.0022640624352604785,-0.002074157358409394,0.020779449121287357,-0.049911466050698496,-0.0004306922426345905,0.0001147910900679327,0.35530041945731095,0.34486104063763173,0.031058271499416867,0.13479269715970535,-0.009003789161288113,-0.18561691410457445,-0.23179184366930652,-0.16211902069391942,-0.037442515122264715,148.0,283.0,2768.4918570083,0.0,4727.35200696817,0.4103770689405998,0.4143673132596194,-0.11982466451032225,0.41436731325961934,-0.12745465871493417,0.1723603707862161,294.7253204120325,962.2967216477081,4.637339793983752
4,4.0,8.026763473121993e-05,-0.006251341811988317,0.00028716424752456217,0.01842486160862378,-0.054576499431270194,-0.0005807134491350914,7.889863799833602e-05,0.38618367689595556,0.3644368157891056,0.019150718984012036,0.15782130553984358,-0.19133763716520627,-0.31247838509369213,-0.05738989867047887,0.17658072831164948,-0.02910407821598593,148.0,283.0,2159.689546690213,0.0,5067.776069608965,0.579564536056832,0.5738387969346765,0.18511067251698288,0.5738387969346765,0.1960592142167802,0.15101722721130414,296.7648591400663,964.3362603757419,3.6175704299668556
5,5.0,1.0873966980537644e-05,-7.346920822222097e-05,-0.0028178214886213173,-0.0002375276465830142,-0.012469291019554898,-0.002495749221195523,0.0016173445150096343,0.3513089573557662,0.3954272157521896,0.0011315566925077368,0.1168912499308152,-0.2278191445650686,-0.3555469085693656,-0.10765779805099814,0.015556310128058934,-0.03714629753491928,148.0,283.0,3062.420034583869,0.0,5350.121609390024,0.42483716412428785,0.4275980513771872,-0.09452534770443255,0.4275980513771872,-0.09980461184342256,0.18176994854983158,293.74063640005403,961.3120376357297,5.12968179997298
6,6.0,0.00022141365952885392,-0.0006002835711555796,2.9699836284615168e-05,0.010048775773587431,-0.056718119240061635,-0.0024053598504579343,0.0001457036708378431,0.38907017035731295,0.3171715783631507,0.07188800255768704,0.10421765678600563,-0.14087348942840697,-0.3844357865966936,-0.00023762810345504296,-0.09458615700910737,-0.12563878439524426,148.0,283.0,2075.3282132747645,0.0,4939.562265199487,0.5861049195715635,0.579855845143203,0.19661624442923276,0.579855845143203,0.20856548809967873,0.14781681893122525,297.04747667244635,964.6188779081219,3.4762616637768247
7,7.0,0.00012363181965277783,-0.002438525242395748,-0.00021497229274709606,0.009479955597230577,-0.0853812498024827,-0.0009352004826331183,7.1030053885116385e-06,0.39027682102497435,0.3252030827908636,0.028967074916262787,0.17430628458794653,-0.020330999130485843,-0.2679251329735306,-0.17204232912812345,0.04662475294544753,-0.03608785358199859,148.0,283.0,1961.412413257902,0.0,4805.955066233486,0.599064685210762,0.5918787449681471,0.21960597855395692,0.5918787449681472,0.23334666158544337,0.1433818912497924,297.4291041431896,965.0005053788652,3.285447928405196
8,8.0,-0.0001485417236500823,0.0002464319640493534,0.00022646180980765945,-0.010629505471591577,-0.05827174043018343,0.0004555308882405506,0.0012188249647484277,0.41940522977714717,0.33713672298486413,0.042874365143489614,0.158519150026317,-0.15868192924205637,-0.35393678319725835,-0.035087363363191446,-0.07131761282669591,-0.04475811735919054,148.0,283.0,1848.9534748601009,0.0,4758.52594859274,0.6199433330522999,0.6114440701102197,0.2570180529810283,0.6114440701102197,0.27327002198514094,0.13886481816914892,297.8058510054938,965.3772522411693,3.0970744972531
9,9.0,0.00012471159520970596,0.0016246102646197544,-0.004335712618047583,0.08719901600329279,-0.015166492496660272,-0.0005423198405585592,0.001330791022223508,0.2977153380027503,0.3615828124696951,0.04365792004369233,0.11161031396103689,-0.0669588051278943,-0.3051616787212531,-0.1826194945454125,-0.1465360844138429,-0.06381860852688033,148.0,283.0,2759.4857130737696,0.0,5034.216154759542,0.450354261306822,0.45185394741843865,-0.048144141085012526,0.45185394741843865,-0.05101178412276605,0.1720639305694103,294.7554917484966,962.3268929841722,4.622254125751708
10,10.0,-0.00011016778073680769,0.0075879776311141576,-0.0048841937780576255,0.012615922384478208,0.013875406043027448,0.0018631551995511428,0.0024096024021427152,0.3776474654210281,0.3692146489504628,0.03084698180873902,0.1031040142439916,-0.05235253695937006,-0.3309752510773404,-0.12759291630902728,0.05513738036125269,0.04805682298298019,148.0,283.0,2911.763704230458,0.0,5070.349598742098,0.42269440590746665,0.4257272309284479,-0.09810265977871113,0.42572723092844783,-0.10390191302829004,0.17700945583242436,294.2453477245211,961.8167489601966,4.877326137739461
11,11.0,-0.00017584612868278368,0.0005661275543693946,0.00021073643552457384,-0.0203242079306832,-0.055423112441790844,-0.0005989078449078209,0.0007623835079606227,0.32818546464903225,0.39565631377939126,0.03469890076416686,0.11918669245201503,-0.22431149875568088,-0.4979977288015585,-0.08832881728019572,0.068761269184026,-0.018106151786641687,148.0,283.0,1932.57190171644,0.0,4944.291154296044,0.6171507329955772,0.6091306435226316,0.25259440619530227,0.6091306435226315,0.2679301178226241,0.14223714869137988,297.5257222723067,965.0971235079824,3.237138863846633
12,12.0,0.00033472952132547164,-0.0031976739315114993,-0.002283490315206326,0.033642346903462295,0.03081105151634758,-0.0019352455537358022,0.0010666496218649443,0.30955661696022135,0.40771555097950246,0.023278566376354903,0.07624102240151798,-0.11140332477137563,-0.2741809433217484,-0.1329764008862668,0.11485509527812104,-0.11012103935487522,148.0,283.0,2596.182808627211,0.0,4963.105332704581,0.476895788750884,0.47690354433552706,-0.000245249682742088,0.47690354433552706,-0.00026007961824200184,0.16659729070953644,295.3025701553527,962.8739713910284,4.348714922323637
13,13.0,0.00047518756080190965,-0.0014278558700060633,-4.6996525511983425e-05,0.0725747882835837,-0.02252267683306832,-0.0015303720061278776,0.0003087964299740055,0.3384434525336849,0.3726312447806078,-0.000522497915706277,0.14061546752776774,-0.03883983004331258,-0.19655640734393193,0.016679809426666452,-0.09392413375185316,-0.11249064136107495,148.0,283.0,2078.465811536558,0.0,4728.324575917695,0.5657311904748752,0.5604223487273694,0.15945624790436186,0.5604223487273694,0.1696076142188492,0.1479370893624703,297.03696545548894,964.6083666911645,3.481517272255541
14,14.0,4.944152331623769e-06,-0.0026156429536593876,0.0007957533848685217,0.03425301311235255,-0.031418575329767655,-0.0013627613162689812,0.0017692366824389575,0.3823134713566515,0.334440053427871,0.03040998088029539,0.12815952109977438,-0.13809879735853323,-0.33275105530188676,-0.09936137908632785,-0.024038654675783238,-0.15798902538681078,148.0,283.0,1919.6554425742456,0.0,5209.158483394696,0.6403576034863236,0.6314845384924347,0.2953386783335069,0.6314845384924347,0.3123054174772271,0.14172146850305276,297.56899349221356,965.1403947278892,3.2155032538932087
