,Bootstrap_nr,Current_position,Salary,Actual_hrs,Effort,Policy_influence,Performance_pressure,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Leadership_quality,Sense_of_community,Contract_duration_1.0,Contract_duration_2.0,Contract_duration_3.0,Contract_duration_4.0,Leadership_position_1.0,Leadership_position_2.0,Leadership_position_3.0
1295,185,Current_position_2.0,0.018910264510842465,0.0017266100764593848,-0.003528322437136431,-0.013972171348044264,-0.00018673627709856746,0.029848887459315552,-0.007310881161601836,-0.027743137705209413,0.030412677814643636,0.029816566205101456,-0.03727765083592116,0.0035657913753909835,0.0013222573726344338,0.007571840471284472,0.013402082332617749,-0.007688955672473235,-0.005865432339695531,-0.0010820989597130507
1296,185,Current_position_3.0,-0.04437623993056983,-0.0019249554232526219,-0.0007450679820507573,-0.009201684926463794,-0.013129377790499875,0.015133928799134735,-0.002811924871622311,-0.020226755010801185,-0.020834126010708512,-0.00550363376846173,-0.014944125868519176,-0.011809914582672833,-0.0034482900326480307,-0.006485130678002499,-0.007166049394649358,-0.0079142878904851,-0.0037691321004371526,-0.0029994048741472296
1297,185,Current_position_4.0,-0.024522124298206133,-0.003987851291129286,0.001985183540571701,0.0017776872422394158,-0.0028569409396607577,0.012788303682561536,-0.0036209977486546824,-0.030278047308959676,-0.01631717681971203,-0.009028408027178917,-0.004159502352029902,0.0011409279316644705,-0.0006037863696745087,0.011768955410372529,-0.008476953516714165,-0.0003325473302847822,-0.0005630459514434061,0.0002110705205362914
1298,185,Current_position_5.0,0.013996875315906586,-0.005973157260314864,0.0022138012196637855,0.018064184146047678,0.0077431277734642855,-0.0008972395876475891,-0.0028270582953081585,-0.017830166546419918,-0.007968280577776755,-0.0006370378790949467,-0.00814071788222131,0.01650638577768328,0.003405029306880187,0.01851935059460189,-0.010795237296851555,0.009779022597905284,0.004909232070392169,0.0034980997127178576
1299,185,Current_position_6.0,0.03337450538917282,-0.007119411765880158,0.0011511513621367993,0.01357512091105382,0.013661256592376537,-0.004967639076377197,-0.0014831148933349115,0.049308165728617376,0.021516709152753225,-0.014535486379042055,0.001641498203666468,0.012537724106692918,0.0024116637169751837,0.020328879718658457,-0.005947292789444851,0.0145623165872564,0.013199748400557605,0.0003120205932067987
1300,185,Current_position_7.0,-0.021417817513592223,-0.001892732854517262,-0.0016569432408580068,-0.020111385294193172,0.004656517775985731,-0.03695576080143645,0.01380832777542341,0.0868267631069205,0.01506670951431017,0.013663882384312634,0.03754239569354706,-0.019706775421871377,-0.0027825401743377803,-0.05929676246014091,0.004717689327721687,-0.008780376625450923,-0.0057621873977798796,-0.0020133499611776125
1301,185,Current_position_8.0,-0.0030036283535005994,0.016855634470934,-0.0003510255677238205,-0.009536160865826286,-0.05810752231948761,0.05294642791103006,-0.007394031862288101,0.009034718556750098,0.19973038754957242,0.0535718775272447,0.049554684766349014,-0.027378399046163307,0.004482164019209963,0.02036060365723512,0.2794584992410974,-0.013309895988793787,-0.0069144754977072285,-0.004566400165449918
1302,186,Current_position_2.0,-0.01225796069541816,0.0015739339153536716,0.0027584127160040057,-0.0016631692810639526,0.002070904405552977,0.03604569193240684,-0.020536652472921097,-0.05622084530574418,-0.020483388664173898,0.0007003784054319593,-0.04436002338842177,0.0009765427384637896,0.0014427812149255836,0.007376052734672288,0.0011340027974448936,-0.009246347761841594,-0.0071379494791212065,-0.0006688314079273561
1303,186,Current_position_3.0,-0.0379407649386058,-0.0002874343534248347,0.003772575584489366,-0.0053389807611894345,-0.007870857152623825,0.014973080718907336,-0.00245845090667509,-0.038954124107644046,-0.022566511535775578,-0.026232375041551795,-0.019742836011973505,-0.01776256193481,-0.008634115817359784,-0.0012920976706806266,-0.00013222283440498414,-0.015947735574315874,-0.008210234085932603,-0.005362450150497823
1304,186,Current_position_4.0,-0.01971139530519146,-0.0045073224534241466,-0.0016465190567860344,0.0004750871134873269,-0.0011423212156259801,0.01742093154024152,-0.010086760270886218,-0.029173884135299078,-0.01611689576758291,-0.004807594379395037,-0.009722449624939214,0.004495151805701697,4.7781762614336706e-05,0.008814062966281967,-0.0003821443605411672,-0.0021176177742849153,-0.0015311142609575916,-0.00026037335862388135
1305,186,Current_position_5.0,0.0333711499225208,-0.009607365025859375,-5.4335215013099584e-05,0.006463233849499435,0.0030580566990297394,0.000166817824059155,-0.006435079300717507,0.004386972016130788,0.0018681730470856393,-0.002415373427771302,-0.00289183432503871,0.018228246933535423,0.006655131879144099,0.007821467197838824,-0.00048347108720975897,0.014974732166049656,0.010150344278377044,0.002527367601943269
1306,186,Current_position_6.0,0.032102141855086266,-0.007794035372903987,-0.00048372326726191163,0.008161056356595822,0.0007326714310819638,-0.0069251666087655995,-0.0014114404884835814,0.04495034537569376,0.09360080711747733,0.018690197300455534,0.016289496634486107,0.014174158667721792,0.0052339298264092475,0.011192110770957598,8.533476495835032e-05,0.024906588181760093,0.014118416514045473,0.007041766463815078
1307,186,Current_position_7.0,0.007642309512292753,-0.002632604045155583,0.00240168536760205,-0.008173429707763292,0.0038785830660147615,-0.054397835933653466,0.04004521552754555,0.10007991123730137,0.008742612713627227,0.022028864715467975,0.05535660060345273,-0.025208560544607926,-0.00597358798311034,-0.038575126438336244,4.0471321219023866e-05,-0.00941638624806311,-0.006641309022014302,-0.0013255553968168088
1308,186,Current_position_8.0,-0.002766563291480536,0.03357052515658368,0.00036762788594121875,-0.007898260654547816,-0.006603864485877148,0.05164260188972985,-0.01640839442268341,-0.11510122208224138,0.08058462503348493,0.041622204902770604,-0.050573191840223984,-0.03696944753723131,0.010613713374693733,0.011209622227929221,0.016007206587030882,-0.018952644110398553,-0.009477154453971466,-0.006660558418102393
1309,187,Current_position_2.0,0.033547818690673525,-0.009162966053002467,0.0011866183290681386,-0.0073418117521796816,-0.012669328871573937,0.05292325879662386,0.010752414226983632,-0.010407981626720856,0.03796821991638544,0.003068612886975554,0.008215913040780783,0.0006340512874709378,0.0039120040360338835,-0.0021531961985495943,-0.013107595078406836,-0.007282780241651226,-0.006908455281856831,0.001544014871885537
1310,187,Current_position_3.0,-0.04152848248866002,-0.003064316060554988,-0.004783991248875393,-0.014221720926354356,-0.010033014608357661,0.021143259435692223,0.0021769507770721583,-0.026529090121074007,-0.022915761401699236,-0.007641655698213458,-0.004704734328505121,0.010101531440249988,0.01654471550404622,-0.02729361366515764,0.007164787373238728,-0.015365809441269846,-0.01997644849528152,0.002143582367703978
1311,187,Current_position_4.0,-0.01338636495573592,0.0023863370345688405,0.0031658171325303383,0.0006192811506542627,-0.0018398072117849378,0.019850665321815127,0.0033182698016679243,-0.04626766779000122,-0.011115510119298453,-0.00011002205914267224,-0.00696898593627941,-0.0018851084728376895,0.0014962111539735387,0.021943086328631234,-0.009924922575683967,-0.004583703786316039,-0.006529536829487367,0.0005214207645188871
1312,187,Current_position_5.0,0.03626733740262402,0.007104862687294217,0.005923438224802428,0.016046325600486425,0.005872684199469842,-0.00041757204658820975,0.002383381003452672,-0.011838663822722906,-0.003934552942820418,-0.00042329475273664407,-0.022589939814333833,-0.011725546285508863,-0.01886800534911572,0.027311138733194584,-0.013113835208005813,0.018548545421090724,0.02658051680590542,-0.0020787748367446807
1313,187,Current_position_6.0,0.0664480536959168,0.004204548497509099,0.005618541777796987,0.02011544059995784,0.0023018087559679187,-0.00031972785030264726,0.002155825456083852,0.08844358736989927,0.0351647058268406,-0.012038633438233644,0.012895243199201153,-0.008900993854235602,-0.014013470184595608,0.0272846735211885,-0.006512512010750923,0.020470497530335086,0.03758360319996373,-0.0005904768681953112
1314,187,Current_position_7.0,-0.01071464191059395,0.0038837167550060687,-0.010430528455608053,-0.018133618612727956,0.007683640906241452,-0.05447208558518239,-0.014852182195040564,0.11124163639821784,0.009426106972883675,0.012067483266063495,0.043697379802168174,0.014132183916305493,0.019767559448539078,-0.08556689461421979,-0.009616404448916534,-0.007916156098758068,-0.019844463213105245,-0.0008687635938872338
1315,187,Current_position_8.0,0.002219397258775446,-0.03727174197066903,-0.021905023382698608,-0.018114872416207278,-0.003897305321097924,0.03227611582183853,0.002239194523980596,-0.10088628118930376,0.04093393075552363,-0.0007676425178154297,-0.03669074020315291,0.02195306736705909,-0.034075257460687715,0.0272772272952239,0.4023115829178813,-0.02234143617506768,-0.023914064101492865,0.004176396402181343
1316,188,Current_position_2.0,-0.010679227528646255,0.005554523450342784,0.0023046324890694248,-0.0032904714405955944,-0.0027834528779676453,0.03291480940926046,0.0013946485569360692,0.002586702722123195,-0.005766683727309709,0.008177587422084137,-0.03521887352452306,-0.0010610557682848613,0.0017099367208989627,0.004317484960777359,0.005267959925115059,-0.01871951329072254,-0.015332405063032692,-0.0012372386467422493
1317,188,Current_position_3.0,-0.03993710706394053,-0.01073521403306657,-0.0021313501512110963,-0.008866455670480892,-0.028563165595094326,0.019823911769111746,0.0005020817680109269,-0.060791152724507844,-0.00838933214320444,-0.001305303305083404,-0.012472617705329541,-0.0027112279265672696,0.006256405964216795,0.006794661961299725,0.0009437504139275927,-0.021860293517739084,-0.018722465915760298,-0.0013655272729712793
1318,188,Current_position_4.0,-0.014379509072377472,-0.01708017109911336,0.0019073370709646411,0.0010768089654002136,-1.6959326833536805e-05,0.013008042669116137,0.000703706159529034,-0.03871853529849145,-0.010901185352443443,-0.008517787036925703,-0.014298617601931896,0.0005192806179965077,0.0003553636459506049,0.008081229905057543,-0.004159290987803524,-0.003077169840747785,-0.0032864119981943778,-0.0001293712950372439
1319,188,Current_position_5.0,0.025532815437805435,-0.02885844646133926,0.0013011059725877914,0.009197352951198641,0.008774972434923558,-0.0019332094504399234,0.00038126357991898047,-0.009787638085014646,-0.008935658012936287,0.002874461323566958,0.004835676343659862,0.003714102636167707,-0.005977283074121405,0.012883125058861637,-0.004727316966582045,0.022535988402747162,0.021691954526433157,0.0011754490958240569
1320,188,Current_position_6.0,0.053298447975281674,-0.01863079427744009,0.00041998322638774657,0.014673289490995174,0.016761978917696426,-0.0015634347662378078,0.00028080015056643643,0.06701986089759254,0.041961261424559554,0.0022670456280831997,0.005214479443820049,0.003001100418791856,-0.00470890349042922,0.014459813638148272,-0.0024997162997332776,0.01756579419040608,0.030038010845268068,-0.00035619837763311863
1321,188,Current_position_7.0,-0.01411756629329217,-0.009595030999537405,-0.0024784684016323903,-0.014540245775876648,0.00668285047063917,-0.0393233033608727,-0.0024304625119236766,0.10409603826089231,0.010516913408031334,0.010548874538649403,0.045138031705536596,-0.0048129223730983915,0.005468048165481309,-0.049114508614281016,0.002809087303531224,-0.007219881144359181,-0.016095354238529827,0.0005093761622566002
1322,188,Current_position_8.0,-0.0050607770628259266,0.06899695463458415,-0.002100539234345119,-0.004470914815908393,-0.10145145913081202,0.05972124448427408,0.0017709938341013364,-0.07585537576752793,0.1359306125929317,0.004551584976654104,0.015393933324299891,-0.006531632120099796,-0.009134497647923276,0.0144715727662415,0.13515404391426258,-0.025971563276661298,-0.020778578606123158,-0.0017641547023397436
1323,189,Current_position_2.0,-0.045289953198615424,-0.004311460268165227,0.001420388542746953,-0.002749661391220282,-0.00625375430451636,0.03779735553002791,-0.01586096380640862,-0.00612292830632402,0.014019372170579187,0.02287883945307264,0.009244544368241823,-0.0017051184222015286,0.005048828840354095,0.005295707944660529,0.00020859193238224137,-0.018614160971823744,-0.009222873089200914,-0.005473848603612069
1324,189,Current_position_3.0,-0.061643957242002445,-0.0015601824542583757,-0.003890504135427499,-0.011346188743895529,-0.021147181185666362,0.025658625752462152,-0.006890888140683656,-0.04888119403878624,-0.03269091447891347,0.005066845852855379,-0.020376893267301202,-0.0022552562243154067,0.0072114215829208635,-0.007599087857050607,-3.6582551283501796e-05,-0.023384956912290773,-0.01576436006243762,-0.00494354168322502
1325,189,Current_position_4.0,-0.013864896491943663,-0.0005577797372972446,0.00040695029762960374,-0.0028399981420711234,-0.004726754115088793,0.01800614517887921,-0.007276147990245223,-0.02864514045526713,-0.015670425945059515,-0.010070360018928247,-0.022816194888364658,0.0005759973148433877,-6.497387957473173e-06,0.008309055872159236,-5.199559953748885e-05,-0.002546998419438518,-0.003860891725463369,0.0004535509404962843
1326,189,Current_position_5.0,0.05830062210018044,0.006848502416928166,-0.0010096365590695933,0.019658498755657495,0.0062637339162117545,0.0009356286337965924,-0.0029168907077646894,-0.0148948798997083,-0.01786492089554271,-0.013168456076814125,-0.010261497697562702,0.0031758936669885984,-0.008377486448408203,0.013186726511125964,-7.381412780315762e-05,0.025371582772351242,0.01787960639689195,0.005004240232770293
1327,189,Current_position_6.0,0.07046984905512492,0.004213680679723855,0.005482997525905732,0.03612138821277248,0.009757081185513529,-0.0011144651523299052,-0.0020916387224665235,0.10685531978424168,0.09256145015216424,0.024604657219794473,0.04383088004264643,0.003072536764029068,-0.008005500249341246,0.013164764051880395,-7.36182517800459e-05,0.023482816402194878,0.030400201338616397,-0.0017780071178906314
1328,189,Current_position_7.0,-0.021191524936881537,-0.0009041529210436991,-0.0068260027291660984,-0.024998990573148545,0.016614204449143598,-0.045425141042101595,0.03219989055823065,0.06367825338299928,0.01923733258335258,0.010871904991140997,0.04882116820271877,-0.0038467992097370833,0.007678169810387492,-0.0368808952044905,-4.89387895967868e-05,-0.01082010558029205,-0.012693215681161385,0.00021097584835360857
1329,189,Current_position_8.0,-0.018136828196176524,-0.0324794420219734,-0.019548843648044153,-0.02246289817294915,-0.02632262456084459,0.022324865863319467,-0.015449287007788564,-0.0916761712779291,0.046543653051630184,-0.0028987072673511854,-0.02899387094121062,-0.0053377145639780365,-0.013416896540459314,0.01318330589993802,0.0033845146879290765,-0.02438475473190322,-0.015746704392431917,-0.005475195772250828
1330,190,Current_position_2.0,0.030852384633066585,8.829458293017429e-06,0.006957713232834461,0.0013094383145968963,-0.0047322697133068145,0.05664738452549692,0.0010465088713590982,-0.05600763641587245,-0.018781900617724542,0.011017096728805574,-0.0041492896414155895,-0.0013322558825036442,-0.0011613056663339072,-0.0001757899537400713,-0.003522972755425879,-0.010144060639347847,-0.007796273537400896,-0.001503563980783182
1331,190,Current_position_3.0,-0.056728999126908326,-1.873589653623883e-05,-0.012310564431693557,-0.008433840892419634,-0.006403680801854693,0.02558641517003388,0.0002774515952835525,-0.06425936971594326,-0.01543663602229855,0.0004976899579711198,-0.004134728896182846,0.007368795251350408,0.014178623421088443,-0.003624967806943646,0.000993319129225629,-0.01723834540303961,-0.012107073177490716,-0.0031105375778174653
1332,190,Current_position_4.0,-0.029357219713496606,-0.00010419500015248007,0.005186808043089228,-0.0009462234687986932,-0.003185784387617834,0.023833641732227535,0.0004825999861410185,-0.02375776571708567,-0.00705098855655262,-0.00047790250110930763,-0.013193497114047364,-0.000774135619473523,0.0030377010505829583,0.008916199725584693,-0.0025934860943600513,-0.0037410104134330416,-0.0025050908234241368,-0.000734486650616274
1333,190,Current_position_5.0,0.023523625727101524,-0.00023253539707625542,0.0019852649969934522,0.013750002561014081,0.005905183303536915,-0.0011763066590790594,0.0003212657774653596,-0.028066249063102018,-0.016307722852779573,-0.010545562892177661,-0.0124456154994457,-0.009112108556466427,-0.014021358745665999,0.010619726963996762,-0.0035205832313910863,0.01939295703638123,0.017996407965959863,0.0013735284759051948
1334,190,Current_position_6.0,0.04618830787380965,-0.00020663460688694136,-0.007298960955839989,0.01336471531199139,0.019134600138949843,-0.010708096963841006,0.00014689327081536543,0.09588381185904694,0.009761168376692579,-0.019803645933439213,-0.009165331188411332,-0.007753810475187283,-0.011327571995762564,0.012655567518126274,-0.0014962323712115694,0.01816592412510452,0.01141953123716739,0.003928163369873581
1335,190,Current_position_7.0,-0.014152210581577476,-4.12095920759292e-05,-0.01875287832647792,-0.016672876136782713,0.002234307798761443,-0.062432645952291206,-0.0016935323949726299,0.12526271091374833,0.04357209833227395,0.02402762362774145,0.06358240757112499,0.012013947353421685,0.009401187777903485,-0.041603077553597156,0.0018935703863052454,-0.008492009262274464,-0.011230246643006805,0.0010256208523643459
1336,190,Current_position_8.0,-0.01994821333375513,0.0009210288573695233,0.0028561224929425292,-0.013199840718910158,-0.07482156299915678,0.10031244835068007,0.0010824503673513223,-0.17073146803482747,0.09688184338457262,-0.02210848896011319,-0.05539222280237964,0.016612598260116736,-0.02072337803711955,0.012676496960774842,0.11983960987037613,-0.02189631599661659,-0.014107052216699839,-0.004567609861347215
1337,191,Current_position_2.0,0.002941560913353942,-0.012037427038949769,-0.025878442903517398,-0.005707059833101705,-0.01149874625802384,0.03157809946642783,0.008921046677381831,-0.029972480709429046,0.05245966520912197,0.010879256660095461,-0.004305195535818113,0.004424954307313627,0.0030833624156089926,0.004799837257758254,0.016757696932480786,-0.03665332142370042,-0.028199500861355344,-0.004534545806749667
1338,191,Current_position_3.0,-0.04763166499702077,0.006363547595093823,-0.007115043501867095,-0.0046845076585009925,-0.02747190008649962,0.010958593309469649,0.002158544650677815,-0.10284512350504516,-0.030583360052585877,0.013058937926260051,0.016125822255845173,0.011812785488769356,0.012655233106787296,0.0005179769887077907,-0.007104229692081153,-0.03429238758844908,-0.029600466542363292,-0.0036082478820751974
1339,191,Current_position_4.0,-0.027228662627487278,0.01273823838973352,-0.0029993339098665045,-4.146523436118782e-05,-0.0015514705572500227,0.012455335054476081,0.0035058818275653775,-0.03287159593171866,-0.014446955620326713,-0.0023582502174178065,-0.014640863207298556,-0.002866106789533951,-0.00027102086795121217,0.003205296889620163,-0.005537053769957984,-0.008170242840406242,-0.009292394746060997,-0.0004180302556051184
1340,191,Current_position_5.0,0.024076353438358435,0.027935146379032452,-0.005383221303656525,0.0064368566735576544,0.01182587689372118,-0.0017123267436310614,0.0019373591986213724,0.0021038287462294947,-0.026155809415704036,-0.023505206275115324,-0.015632523224405778,-0.016022407781824233,-0.011942278017623585,0.0041209687490972435,-0.007105910705029089,0.03998820625057595,0.029673370736259336,0.005162600343681117
1341,191,Current_position_6.0,0.05336859189992891,0.02626753104468871,-0.011493684050757179,0.010301049694512114,0.019900273776597796,-0.0053436091037574315,-0.00042757767481513975,0.042396789401041204,0.03933005087674912,-0.008613000483686184,-0.00010595217680877703,-0.013353372135488725,-0.011646698673193423,0.004795218634232159,0.006233359082959151,0.06325049636528468,0.08279989465240416,0.0010962152768262874
1342,191,Current_position_7.0,-0.01047306791128295,0.007746027081892498,-0.016499016919920857,-0.007071799516406251,0.004843786321297046,-0.033840206497551754,-0.01645766176353368,0.14050136073364233,0.03581862224411254,0.027231038553360926,0.045750904829620916,0.021496747328679636,0.012740964980645053,-0.01768759996449105,-0.0009063393943610639,-0.021060431490136255,-0.023069514666811373,-0.0012519168818969988
1343,191,Current_position_8.0,-0.009668747374330627,-0.046538876246881467,0.01081269277234935,-0.004383584855212802,-0.04226535109979173,0.012105086069308445,-0.0018968705826709308,-0.13121479520460944,0.08800236037225369,-0.03964645032890758,-0.024419626715076387,0.030146602023143874,-0.017494922155909188,0.004800198200172125,0.2552374949075867,-0.04300602372589503,-0.032655238462815456,-0.0054055772763092445
1344,192,Current_position_2.0,0.02273491650953336,0.003506519152432429,0.015982320038158363,-0.011845600854361838,0.00552975454915357,0.047923461029990365,0.012593076290893892,-0.06897526805485092,0.01777741410948074,0.004213913528804247,-0.04282674273565655,0.0015490495960310692,0.0002278312968483401,0.0023425378948657284,-0.00824176815479638,-0.012560943532223812,-0.011185558017071917,-0.0011587404699748478
1345,192,Current_position_3.0,-0.046755298638621025,0.00015304546382905108,0.005989460554785208,-0.013169201013389009,-0.030151613907530753,0.021812731494643266,0.0027594334439468293,-0.004456830004855162,-0.016686915990212704,0.015924390811933087,-0.009833577853576272,-0.0033118480583112517,-0.000706711651596137,0.0012206965980780622,0.004721080017684277,-0.016973402971113244,-0.011792436466907358,-0.00247663301549268
1346,192,Current_position_4.0,-0.020783243115801153,-0.004208723126745556,0.0020709584845292634,-0.001458731369694183,-0.0005229394041457288,0.01406599762020438,0.003717156377285455,-0.04408372050138524,-0.015451036978077091,-0.00566575377088437,-0.005969833481608342,0.0002484628694598525,-7.150037356732574e-05,0.005822438534769142,-0.004530791394267396,-0.0042457100751769495,-0.0029079571458185062,-0.000630959271787446
1347,192,Current_position_5.0,0.03675173920758488,-0.011000948303584272,-0.0009495920608965904,0.017163618630292938,0.006474119233696942,-0.005850813759106338,0.0007781369226015494,-0.032577499925507666,0.0045190356183227995,-0.009829610377408836,0.002021057740625546,0.004050334543604175,0.0006851506533407817,0.009700244428163227,-0.008237448254775404,0.018760535850547717,0.014215070774603683,0.002413648940663242
1348,192,Current_position_6.0,0.05322051511651648,-0.009737728489831642,-0.0016655923652169132,0.027489149281636326,0.010212703525803127,-0.015586307563812232,0.0001709152366606479,0.13059949483584282,0.040245877892770135,-0.0046245275191886745,0.0006606169617989599,0.0034008628670138953,0.000522056440197717,0.011037654617094269,-0.008222533628382177,0.019136660532534714,0.021090837115308108,0.0006555917554247003
1349,192,Current_position_7.0,-0.028522146151238867,-0.002967400592904553,-0.008038568220354115,-0.020422978577789422,0.006078051225038852,-0.050476644553050246,-0.016004786229838763,0.10031400797606052,0.0054746119605844044,0.013526640952627882,0.038541249503228764,-0.005626238907288862,-0.000663716895006528,-0.036587029260435305,0.008676320636078214,-0.005705136918941759,-0.009320387592246128,0.0006357064913953899
1350,192,Current_position_8.0,-0.008990958625630844,0.02827940190235697,0.0013042842587510563,0.00048451853615498355,0.015500678754038412,0.006250396465710354,0.009812355815491815,0.04528837335514596,0.09237838884557187,0.023739210697772947,-0.0008862592380087679,-0.007531804971206446,0.0009435785857386308,0.011049639638580924,0.2671499187581268,-0.020592092660565362,-0.015121961556389243,-0.002781070849554961
1351,193,Current_position_2.0,0.0491366783653847,-0.006573404332304491,-0.012052264511836065,-0.01141868007766069,0.0019716143678340007,0.029480734307586843,-0.0029312492306834558,-0.014877261227240127,0.01927704134932827,0.021096682820193988,0.007001910446302721,0.0018759334412066617,-0.001021851884558418,0.0028890648265395436,0.014846602588666609,-0.015320950177634914,-0.022862883793522967,0.007375131673155892
1352,193,Current_position_3.0,-0.03230130632249349,6.55583115721201e-05,-0.013025665283817805,-0.016199232281496563,-0.015380416867129657,0.009899768705562,-0.0002413496788550666,-0.07290394291746834,-0.032833410261182985,-0.016453840158097366,-0.010411461975671929,0.010068863294754834,0.01486496066783952,-0.016492260780465267,-0.004345088671620505,-0.016587893290740546,-0.02215122891793659,0.009421109576372237
1353,193,Current_position_4.0,-0.010524376818289648,0.009063852829502428,-0.0011314894782490342,-0.00012454213258765177,0.0012854078891447204,0.014612217451874859,-0.0015879397733857016,-0.02445834140610766,-0.01074151870726386,0.006778807357132046,-0.010237164602846214,-0.0011743602285128332,0.0022016193635632127,0.010561316278196524,-0.004473818705146697,-0.0016676142351314813,-0.003392085576779024,0.0003053013685781345
1354,193,Current_position_5.0,0.021239023189967406,0.020706461453347823,0.00025958665772520163,0.01875360337947408,0.0014163482004646145,0.00024329310359883915,-0.0008816438474275055,-0.028354138589756543,-0.001501301648327189,-0.004066923833086832,-0.008136978250470198,-0.01298865303190108,-0.01668676264169956,0.01436265525432986,-0.006950402259055329,0.013676421002869334,0.026020436385173377,-0.003482420893176808
1355,193,Current_position_6.0,0.038122768903319997,0.018855172570779594,-0.004160707574311529,0.030860875625399575,0.0034550863469375638,-0.005033970559702408,-0.0008598701561960094,0.05637935918557883,0.012952711936845466,-0.006413899292225578,-0.006257699147920388,-0.007715682404123765,-0.008445308425088907,0.014316126247322203,-0.0040393155329948496,0.019141860072272872,0.03268807160666349,-0.006934357453699687
1356,193,Current_position_7.0,-0.015407285691736935,0.0006187811339301272,-0.023298033356296065,-0.025038389018151117,0.0052032982452953165,-0.03851993623618561,0.005657206701351218,0.11194435092328225,0.025291715010325472,0.0007339860287170015,0.04036576877836656,0.014652372087862377,0.012594757287203176,-0.03881671306092901,0.008925576694631475,-0.007049374230023648,-0.019223160364638524,-0.0014107352330001701
