,Age,Current_position,Salary,Actual_hrs,Effort,Policy_influence,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Job_satisfaction
604,52.0,3.0,25.961538461538463,44.0,110.0,2.0,23.25581395348837,46.51162790697674,3.5,4.833333333333333,3.6
605,33.0,3.0,20.192307692307693,52.5,131.25,1.0,27.27272727272727,36.36363636363637,3.5,3.5,3.4
606,42.0,3.0,30.0,40.0,100.0,2.0,50.0,30.0,4.0,4.5,3.8
607,50.0,3.0,32.30769230769231,50.0,125.0,3.0,9.803921568627452,88.23529411764706,3.907246376811594,3.1666666666666665,3.4
608,29.0,3.0,25.096153846153847,55.0,137.5,1.0,36.36363636363637,36.36363636363637,2.8333333333333335,2.5,1.8
609,47.0,3.0,17.307692307692307,50.0,125.0,2.0,25.53191489361702,31.914893617021278,3.8333333333333335,2.6666666666666665,3.2
610,34.0,3.0,34.217506631299734,45.0,155.17241379310346,1.0,33.33333333333333,33.33333333333333,2.3333333333333335,2.3333333333333335,2.6
611,30.0,3.0,29.423076923076923,40.0,100.0,1.0,0.0,75.0,2.8333333333333335,3.3333333333333335,3.2
612,31.0,3.0,25.384615384615383,40.0,100.0,3.0,50.0,33.33333333333333,2.8333333333333335,2.1666666666666665,2.4
613,33.0,3.0,23.72134615384615,50.0,125.0,4.0,24.0,60.0,3.0,1.8333333333333333,2.4
614,40.0,3.0,30.0,40.0,100.0,3.0,50.0,12.5,3.5,2.0,2.8
615,39.0,3.0,29.423076923076923,45.0,112.5,2.0,15.555555555555555,31.11111111111111,2.8333333333333335,3.5,2.4
616,38.0,3.0,21.230769230769234,15.0,150.0,1.0,25.286713286713287,12.643356643356643,3.3768115942028984,2.8333333333333335,3.4
617,30.0,3.0,29.284615384615385,25.7,128.5,1.0,33.33333333333333,33.33333333333333,3.5,2.3333333333333335,3.0
618,32.0,3.0,24.230769230769234,40.0,100.0,2.0,44.11764705882353,11.76470588235294,4.333333333333333,2.1666666666666665,2.4
619,41.0,3.0,25.961538461538463,45.0,112.5,1.0,6.666666666666667,50.0,3.5,2.8333333333333335,3.2
620,48.0,3.0,17.307692307692307,40.0,100.0,2.0,35.0,15.0,3.3333333333333335,3.8333333333333335,3.8
621,36.0,3.0,25.096153846153847,40.0,100.0,2.0,20.0,50.0,2.3333333333333335,2.5,2.4
622,29.0,3.0,25.107115384615383,40.0,100.0,1.0,50.0,37.5,4.333333333333333,3.6666666666666665,3.6
623,39.0,3.0,25.092307692307692,30.0,100.0,1.0,0.0,33.33333333333333,3.6666666666666665,4.666666666666667,2.6
624,27.0,3.0,25.107692307692307,50.0,125.0,2.0,10.0,80.0,3.3333333333333335,4.333333333333333,3.8
625,36.0,3.0,28.269230769230766,40.0,100.0,1.0,7.5,55.00000000000001,3.5,3.0,3.2
626,29.0,3.0,27.282692307692308,50.0,125.0,2.0,0.0,63.63636363636363,3.1666666666666665,3.5,3.8
627,33.0,3.0,29.290384615384614,44.0,110.0,2.0,37.03703703703704,37.03703703703704,4.333333333333333,3.6666666666666665,3.8
628,41.0,3.0,28.846153846153847,40.0,100.0,2.0,20.0,75.0,4.333333333333333,3.1666666666666665,3.0
629,42.0,3.0,19.03846153846154,47.5,118.75,1.0,55.55555555555556,22.22222222222222,4.166666666666667,3.5,3.2
630,31.0,3.0,28.846153846153847,50.0,125.0,1.0,0.0,40.0,3.6666666666666665,4.666666666666667,4.4
631,31.0,3.0,25.096153846153847,50.0,125.0,2.0,16.0,24.0,4.0,4.166666666666667,3.4
632,33.0,3.0,29.284615384615385,40.0,100.0,2.0,12.5,62.5,4.833333333333333,5.0,4.0
633,39.0,3.0,26.373626373626376,40.0,114.28571428571428,1.0,12.5,0.0,2.3333333333333335,3.1666666666666665,1.2
634,38.0,3.0,32.11538461538461,29.0,120.83333333333331,1.0,13.333333333333334,33.33333333333333,4.5,3.6666666666666665,3.6
635,37.0,3.0,29.286057692307693,32.0,100.0,2.0,25.0,50.0,3.5,4.0,2.8
636,41.0,3.0,21.923076923076923,40.0,100.0,1.0,33.33333333333333,22.22222222222222,3.3333333333333335,2.6666666666666665,2.6
637,34.0,3.0,25.107115384615383,40.0,100.0,1.0,0.0,60.0,4.5,4.333333333333333,3.6
638,33.0,3.0,24.230769230769234,40.0,100.0,3.0,0.0,50.0,3.8333333333333335,3.3333333333333335,3.8
639,28.0,3.0,25.107115384615383,40.0,100.0,1.0,25.0,62.5,3.5,4.5,4.8
640,31.0,3.0,23.076923076923077,45.0,112.5,1.0,0.0,92.6829268292683,4.5,2.8333333333333335,3.2
641,35.0,3.0,43.84615384615385,40.0,100.0,1.0,20.0,20.0,3.1666666666666665,3.3333333333333335,4.2
642,36.0,3.0,16.153846153846153,40.0,100.0,1.0,37.5,37.5,3.9454022988505746,3.3333333333333335,3.2
643,36.0,3.0,18.66346153846154,55.0,137.5,2.0,27.27272727272727,27.27272727272727,3.1666666666666665,1.8333333333333333,3.0
644,36.0,3.0,29.561538461538465,47.5,118.75,2.0,0.0,62.5,3.0,3.3333333333333335,3.4
645,33.0,3.0,27.115384615384613,40.0,100.0,4.0,32.03855968244967,32.03855968244967,3.6666666666666665,4.5,1.4
646,31.0,3.0,20.769230769230766,40.0,100.0,1.0,2.2222222222222223,77.77777777777779,4.333333333333333,4.0,4.0
647,33.0,3.0,28.512820512820515,36.0,100.0,1.0,5.555555555555555,88.88888888888889,4.0,4.5,4.2
648,42.0,3.0,25.107115384615383,40.0,100.0,2.0,15.0,37.5,3.1666666666666665,4.0,2.8
649,33.0,3.0,31.730769230769234,45.0,112.5,1.0,38.88888888888889,38.88888888888889,3.6043478260869564,4.333333333333333,3.8
650,32.0,3.0,25.107115384615383,55.0,137.5,2.0,72.72727272727273,18.181818181818183,2.3333333333333335,3.6666666666666665,2.8
651,31.0,2.0,19.73846153846154,40.0,133.33333333333331,2.0,19.047619047619047,71.42857142857143,4.0,3.8333333333333335,3.6
652,34.0,2.0,26.134615384615387,40.0,100.0,3.0,12.5,25.0,4.333333333333333,3.6666666666666665,3.8
653,36.0,2.0,20.192307692307693,60.0,150.0,2.0,13.88888888888889,55.55555555555556,3.6666666666666665,2.3333333333333335,2.2
654,35.0,2.0,15.384615384615385,30.0,100.0,3.0,33.33333333333333,22.22222222222222,3.0,3.3333333333333335,3.0
655,30.0,2.0,22.30769230769231,30.0,100.0,3.0,33.33333333333333,16.666666666666664,3.8333333333333335,1.5,2.8
656,39.0,2.0,16.923076923076923,45.0,150.0,1.0,0.0,31.595541042675375,3.1666666666666665,3.6666666666666665,2.2
657,26.0,2.0,21.346153846153847,40.0,100.0,4.0,13.157894736842104,26.31578947368421,3.6666666666666665,4.5,4.4
658,29.0,2.0,18.907538461538465,48.0,160.0,1.0,43.75,12.5,3.3333333333333335,2.5,2.2
659,39.0,2.0,15.576923076923077,35.0,175.0,3.0,26.31578947368421,10.526315789473683,2.8333333333333335,2.1666666666666665,2.4
660,40.0,2.0,18.46153846153846,40.0,133.33333333333331,1.0,33.33333333333333,57.14285714285714,4.5,3.030637254901961,3.0
661,29.0,2.0,17.69230769230769,43.0,143.33333333333334,1.0,0.0,93.02325581395348,4.0,3.0,2.4
662,26.0,2.0,18.995290423861853,36.75,100.0,1.0,43.53741496598639,39.455782312925166,2.1666666666666665,1.8333333333333333,2.8
663,33.0,2.0,22.407692307692308,45.0,150.0,1.0,17.77777777777778,53.333333333333336,2.6666666666666665,2.3333333333333335,3.0
664,25.0,2.0,18.88111888111888,48.0,145.45454545454547,4.0,37.5,62.5,3.0,2.8333333333333335,3.6
665,33.0,2.0,27.403846153846157,30.0,125.0,2.0,46.666666666666664,33.33333333333333,4.0,3.0,3.6
666,31.0,2.0,18.907692307692308,40.0,133.33333333333331,1.0,15.497398707236323,63.37695096957275,3.1666666666666665,2.6666666666666665,3.0
667,25.0,2.0,22.03846153846154,45.0,112.5,1.0,26.666666666666668,66.66666666666666,3.8333333333333335,3.5,4.2
668,30.0,2.0,25.961538461538463,40.0,100.0,3.0,0.0,87.5,4.333333333333333,4.0,3.8
669,29.0,2.0,21.346153846153847,55.0,137.5,1.0,16.666666666666664,20.833333333333336,2.3333333333333335,1.6666666666666667,1.6
670,28.0,2.0,23.94126923076923,45.0,112.5,2.0,15.555555555555555,77.77777777777779,5.0,2.0,4.0
671,33.0,2.0,22.058769230769233,42.0,140.0,1.0,17.206486303399803,64.52432363774928,2.6666666666666665,1.8333333333333333,1.4
672,31.0,2.0,22.046153846153846,35.0,116.66666666666669,1.0,0.0,71.42857142857143,3.1666666666666665,2.1666666666666665,2.8
673,37.0,2.0,17.307692307692307,40.0,100.0,2.0,27.77777777777778,22.22222222222222,4.666666666666667,3.0,3.6
674,26.0,2.0,22.0,40.0,133.33333333333331,2.0,0.0,67.4246781400699,3.8333333333333335,3.0,2.8
675,28.0,2.0,21.346153846153847,47.5,118.75,3.0,4.3478260869565215,76.08695652173914,4.333333333333333,4.666666666666667,4.6
676,35.0,2.0,25.96153846153846,45.0,140.625,1.0,40.454806884041936,33.71233907003495,4.166666666666667,3.3333333333333335,2.8
677,32.0,2.0,17.946153846153845,30.0,100.0,1.0,50.0,33.33333333333333,4.0,2.5,3.8
678,24.0,2.0,12.692307692307692,20.0,100.0,1.0,75.0,0.0,4.166666666666667,2.6666666666666665,3.0
679,29.0,2.0,22.21153846153846,40.0,100.0,1.0,12.5,25.0,2.8333333333333335,2.6666666666666665,2.4
680,35.0,2.0,26.153846153846153,30.0,100.0,1.0,20.256192992074965,65.83262722424364,4.512165450121654,2.3333333333333335,3.8
681,33.0,2.0,26.153846153846153,35.0,116.66666666666669,2.0,34.285714285714285,28.57142857142857,4.666666666666667,3.1666666666666665,3.8
682,31.0,2.0,22.087912087912088,35.0,100.0,3.0,28.57142857142857,28.57142857142857,3.1666666666666665,3.3333333333333335,2.6
683,35.0,2.0,22.30769230769231,30.0,100.0,2.0,33.33333333333333,33.33333333333333,3.5,2.5,2.4
684,34.0,2.0,25.575,40.0,100.0,2.0,40.454806884041936,44.94978542671327,3.6666666666666665,4.0,4.6
685,27.0,2.0,22.06153846153846,30.0,100.0,2.0,16.666666666666664,66.66666666666666,2.8333333333333335,2.8333333333333335,3.4
686,26.0,2.0,22.058461538461536,50.0,166.66666666666669,1.0,18.0,70.0,2.8333333333333335,2.5,3.0
687,26.0,2.0,18.46153846153846,45.0,150.0,1.0,8.88888888888889,68.88888888888889,3.0,3.8333333333333335,3.6
688,30.0,2.0,18.908076923076926,25.0,125.0,1.0,25.0,40.0,4.5,4.333333333333333,4.6
689,25.0,2.0,22.0,30.0,100.0,1.0,9.67741935483871,87.09677419354838,4.166666666666667,4.5,3.6
690,28.0,2.0,22.30769230769231,30.0,100.0,2.0,6.666666666666667,50.0,2.3333333333333335,1.6666666666666667,2.2
691,35.0,2.0,52.88461538461539,60.0,125.0,2.0,17.857142857142858,57.14285714285714,2.5,2.6666666666666665,3.0
692,37.0,2.0,26.153846153846153,40.0,133.33333333333331,2.0,60.0,20.0,3.3333333333333335,2.6666666666666665,3.4
693,29.0,2.0,22.78846153846154,55.0,137.5,2.0,9.090909090909092,52.72727272727272,4.666666666666667,3.1666666666666665,4.2
694,33.0,2.0,49.03846153846153,55.0,137.5,4.0,21.428571428571427,28.57142857142857,3.3333333333333335,3.8333333333333335,3.8
695,28.0,2.0,18.46153846153846,40.0,133.33333333333331,2.0,7.5,75.0,2.5,3.6666666666666665,3.2
696,31.0,2.0,21.346153846153847,40.0,100.0,1.0,37.5,50.0,3.6666666666666665,3.1666666666666665,2.2
697,25.0,2.0,21.53846153846154,42.5,141.66666666666669,3.0,50.0,12.5,4.166666666666667,2.8333333333333335,2.8
698,28.0,2.0,23.076923076923077,40.0,133.33333333333331,2.0,37.5,37.5,3.110705596107056,3.0671336052669242,3.454014598540146
699,30.0,2.0,21.53846153846154,45.0,150.0,1.0,14.457831325301203,84.33734939759037,3.8333333333333335,4.166666666666667,3.4
700,27.0,2.0,22.053846153846155,30.0,100.0,1.0,0.0,93.33333333333333,4.0,2.6666666666666665,3.4
701,32.0,2.0,17.307692307692307,40.0,100.0,3.0,25.0,50.0,2.6666666666666665,3.8333333333333335,3.6
702,27.0,2.0,17.884615384615383,44.0,110.0,1.0,0.0,95.55555555555556,2.0,1.8333333333333333,2.6
703,28.0,2.0,19.23076923076923,30.0,100.0,1.0,50.64048248018741,12.660120620046852,4.166666666666667,2.5,2.2
704,28.0,2.0,13.076923076923077,30.0,100.0,2.0,20.0,66.66666666666666,3.1666666666666665,3.1666666666666665,2.8
705,31.0,2.0,19.23076923076923,40.0,133.33333333333331,2.0,12.5,37.5,3.6666666666666665,3.5,2.8
706,27.0,2.0,19.23076923076923,42.5,141.66666666666669,1.0,19.51219512195122,73.17073170731707,4.666666666666667,4.0,4.4
707,27.0,2.0,13.846153846153845,40.0,133.33333333333331,2.0,14.705882352941178,73.52941176470588,2.8333333333333335,3.0,2.6
708,27.0,2.0,20.192307692307693,40.0,100.0,5.0,17.441860465116278,75.5813953488372,4.833333333333333,5.0,4.6
709,30.0,2.0,17.69230769230769,40.0,133.33333333333331,1.0,25.0,62.5,4.166666666666667,3.6666666666666665,3.2
710,25.0,2.0,20.769230769230766,40.0,100.0,1.0,10.0,40.0,3.6666666666666665,4.666666666666667,4.2
711,38.0,2.0,26.46153846153846,50.0,166.66666666666669,4.0,20.0,60.0,3.6666666666666665,1.8333333333333333,2.0
712,37.0,2.0,26.153846153846153,30.0,100.0,4.0,26.666666666666668,50.0,4.0,4.166666666666667,4.0
713,30.0,2.0,22.06153846153846,30.0,100.0,2.0,33.33333333333333,50.0,3.0,3.1666666666666665,3.0
714,27.0,2.0,18.46153846153846,40.0,133.33333333333331,2.0,0.0,62.5,2.6666666666666665,2.5,3.0
715,37.0,2.0,20.584615384615386,40.0,133.33333333333331,2.0,30.0,36.666666666666664,4.166666666666667,2.6666666666666665,4.0
716,29.0,2.0,25.96153846153846,40.0,133.33333333333331,2.0,20.0,70.0,2.8333333333333335,2.8333333333333335,2.8
717,34.0,2.0,26.146153846153844,40.0,100.0,2.0,15.0,45.0,4.0,4.166666666666667,3.6
718,27.0,2.0,14.201183431952662,26.0,100.0,1.0,0.0,76.92307692307693,3.1666666666666665,3.5,4.2
719,26.0,2.0,19.23076923076923,30.0,100.0,1.0,20.0,66.66666666666666,3.0,3.8333333333333335,3.4
720,30.0,2.0,17.69230769230769,50.0,166.66666666666669,1.0,6.666666666666667,77.77777777777779,3.5,2.6666666666666665,3.0
721,32.0,2.0,22.414615384615388,30.0,100.0,1.0,16.666666666666664,73.33333333333333,3.6666666666666665,4.333333333333333,3.6
722,29.0,2.0,16.923076923076923,42.0,140.0,2.0,35.714285714285715,50.0,3.5,3.1666666666666665,3.0
723,25.0,2.0,19.23076923076923,30.0,100.0,1.0,3.3333333333333335,83.33333333333334,3.1666666666666665,2.5,2.8
724,32.0,2.0,25.76923076923077,40.0,133.33333333333331,2.0,23.809523809523807,47.61904761904761,3.0,2.1666666666666665,2.4
725,33.0,2.0,22.30769230769231,30.0,100.0,2.0,33.33333333333333,60.0,4.5,4.5,4.4
726,28.0,2.0,21.82952182952183,37.0,100.0,2.0,40.54054054054054,40.54054054054054,4.166666666666667,4.666666666666667,4.0
727,33.0,2.0,22.30769230769231,50.0,166.66666666666669,1.0,16.666666666666664,33.33333333333333,1.6666666666666667,1.5,1.4
728,32.0,2.0,26.146153846153844,42.0,105.0,1.0,5.0,20.0,2.0,2.0,2.0
729,28.0,2.0,22.053846153846155,30.0,100.0,2.0,40.0,43.333333333333336,3.3333333333333335,4.166666666666667,3.8
730,30.0,2.0,22.30769230769231,40.0,133.33333333333331,1.0,11.237446356678317,67.4246781400699,3.6666666666666665,3.3333333333333335,3.4
731,30.0,2.0,18.46153846153846,45.0,150.0,2.0,43.47826086956522,43.47826086956522,3.6666666666666665,2.8333333333333335,3.4
732,28.0,2.0,21.923076923076923,40.0,100.0,1.0,27.77777777777778,44.44444444444444,3.8333333333333335,2.3333333333333335,3.2
733,27.0,2.0,13.846153846153845,55.0,137.5,1.0,0.0,72.72727272727273,3.6666666666666665,2.3333333333333335,3.2
734,26.0,2.0,22.058769230769233,40.0,133.33333333333331,2.0,50.0,50.0,4.0,4.166666666666667,3.4
735,34.0,2.0,17.69230769230769,45.0,150.0,1.0,22.22222222222222,55.55555555555556,2.8333333333333335,3.1666666666666665,2.8
736,28.0,2.0,19.23076923076923,35.0,116.66666666666669,1.0,5.555555555555555,41.66666666666667,2.3333333333333335,1.6666666666666667,2.4
737,36.0,2.0,18.46153846153846,45.0,150.0,2.0,34.090909090909086,50.0,3.8333333333333335,4.333333333333333,4.0
738,26.0,2.0,20.384615384615383,35.0,116.66666666666669,1.0,54.55717047325839,18.18572349108613,4.0,1.8333333333333333,3.4
739,33.0,2.0,26.0,30.0,100.0,1.0,10.0,40.0,3.1666666666666665,4.333333333333333,3.0
740,33.0,2.0,22.30769230769231,30.0,100.0,1.0,0.0,50.0,3.0,3.6666666666666665,3.2
741,29.0,2.0,32.30769230769231,45.0,150.0,2.0,11.11111111111111,11.11111111111111,4.0,4.166666666666667,3.2
742,33.0,2.0,21.53846153846154,40.0,133.33333333333331,1.0,0.0,37.5,2.8333333333333335,1.5,2.4
743,29.0,2.0,16.923076923076923,40.0,133.33333333333331,1.0,0.0,81.08108108108108,3.3333333333333335,1.8333333333333333,2.0
744,30.0,2.0,33.60769230769231,35.0,116.66666666666669,2.0,23.333333333333332,66.66666666666666,3.8333333333333335,3.6666666666666665,3.4
745,29.0,2.0,21.53846153846154,50.0,166.66666666666669,1.0,30.0,50.0,4.0,3.1666666666666665,3.0
746,32.0,2.0,20.769230769230766,40.0,100.0,1.0,12.5,37.5,4.5,2.0,2.4
747,26.0,2.0,16.637942307692306,40.0,100.0,2.0,19.068087508709198,54.02718191194524,2.5,3.0,3.0
748,31.0,2.0,18.907500000000002,50.0,125.0,3.0,6.0,20.0,3.6666666666666665,2.8333333333333335,3.2
749,31.0,2.0,22.435897435897438,36.0,100.0,1.0,21.875,75.0,4.166666666666667,4.5,4.6
750,29.0,2.0,13.076923076923077,35.0,116.66666666666669,2.0,0.0,57.14285714285714,3.3333333333333335,3.8333333333333335,2.8
751,39.0,2.0,20.0,40.0,133.33333333333331,1.0,19.068087508709198,54.02718191194524,3.0,1.6666666666666667,2.6
752,31.0,2.0,23.076923076923077,40.0,133.33333333333331,2.0,2.5,87.5,3.3333333333333335,3.3333333333333335,3.6
753,29.0,2.0,16.923076923076923,45.0,150.0,1.0,30.0,57.49999999999999,2.6666666666666665,2.5,1.8
754,38.0,2.0,22.414615384615388,50.0,166.66666666666669,1.0,30.0,20.0,3.0,2.0,2.8
755,27.0,2.0,22.30769230769231,45.0,150.0,1.0,11.11111111111111,82.22222222222221,2.5,1.6666666666666667,2.4
756,25.0,2.0,11.868131868131867,40.0,114.28571428571428,2.0,42.857142857142854,42.857142857142854,4.333333333333333,2.5,3.0
757,33.0,2.0,22.053846153846155,33.0,110.0,2.0,24.242424242424242,30.303030303030305,3.5,1.8333333333333333,2.6
758,31.0,2.0,18.846153846153847,30.0,100.0,1.0,16.666666666666664,50.0,3.6666666666666665,3.0,3.0
759,31.0,2.0,22.06153846153846,40.0,133.33333333333331,2.0,0.0,67.4246781400699,3.6358024691358026,3.6666666666666665,3.6
760,30.0,2.0,23.076923076923077,40.0,133.33333333333331,2.0,46.15384615384615,38.46153846153847,3.5,2.8333333333333335,3.2
761,36.0,2.0,34.61538461538462,50.0,166.66666666666669,2.0,20.0,60.0,4.333333333333333,4.333333333333333,4.2
762,30.0,2.0,19.23076923076923,40.0,133.33333333333331,2.0,20.0,50.0,2.8333333333333335,2.6666666666666665,3.8
763,48.0,2.0,19.06153846153846,30.0,100.0,1.0,5.0,66.66666666666666,3.8333333333333335,3.3333333333333335,3.2
764,30.0,2.0,22.41461538461538,30.0,150.0,1.0,5.714285714285714,71.42857142857143,3.6666666666666665,3.1666666666666665,3.545985401459854
765,46.0,6.0,57.69230769230769,50.0,125.0,4.0,40.0,20.0,2.3333333333333335,3.3333333333333335,3.4
766,49.0,6.0,62.37006237006237,30.0,162.16216216216216,4.0,20.0,10.0,3.3333333333333335,3.8333333333333335,4.2
767,52.0,6.0,34.61538461538461,60.0,150.0,3.0,33.33333333333333,25.0,3.1666666666666665,3.6666666666666665,4.0
768,50.0,6.0,29.670329670329675,50.0,142.85714285714286,3.0,33.33333333333333,22.22222222222222,2.6666666666666665,2.1666666666666665,2.8
769,46.0,6.0,40.38461538461539,48.0,120.0,5.0,25.862068965517242,48.275862068965516,3.6666666666666665,3.6666666666666665,4.2
770,51.0,6.0,34.61538461538461,60.0,150.0,4.0,59.850374064837894,14.962593516209473,1.6666666666666667,1.8333333333333333,2.8
771,55.0,6.0,62.30769230769231,40.0,100.0,4.0,40.0,20.0,4.5,3.6666666666666665,4.6
772,55.0,6.0,57.69230769230769,40.0,100.0,5.0,30.0,10.0,4.666666666666667,4.333333333333333,5.0
773,47.0,6.0,43.62692307692308,60.0,150.0,3.0,16.666666666666664,10.0,3.1666666666666665,1.3333333333333333,1.6
774,46.0,6.0,29.670329670329675,50.0,142.85714285714286,4.0,50.0,20.0,3.1666666666666665,3.5,4.0
775,60.0,6.0,46.15384615384615,40.0,100.0,4.0,33.33333333333333,26.666666666666668,3.6666666666666665,2.6666666666666665,3.8
776,59.0,6.0,40.38461538461539,60.0,150.0,2.0,54.54545454545454,9.090909090909092,4.166666666666667,4.0,4.4
777,52.0,6.0,46.15384615384615,55.0,137.5,5.0,50.0,16.666666666666664,3.6666666666666665,2.3333333333333335,3.8
778,62.0,6.0,46.15384615384615,45.0,112.5,3.0,28.57142857142857,28.57142857142857,3.5,3.1666666666666665,3.6
779,47.0,6.0,41.10576923076923,40.0,100.0,4.0,50.0,25.0,2.8333333333333335,4.166666666666667,3.4
780,57.0,6.0,46.15384615384615,60.0,150.0,3.0,29.411764705882355,58.82352941176471,3.1666666666666665,3.6666666666666665,3.8
781,49.0,6.0,46.15384615384615,55.0,137.5,4.0,44.44444444444444,11.11111111111111,4.0,2.3333333333333335,3.6
782,31.0,6.0,16.99846153846154,30.0,150.0,4.0,90.9090909090909,0.0,3.0,4.166666666666667,2.4
783,46.0,6.0,40.38461538461539,55.0,137.5,3.0,36.36363636363637,18.181818181818183,2.0,3.0,2.4
784,46.0,6.0,35.604395604395606,45.0,128.57142857142858,3.0,50.0,5.0,2.8333333333333335,2.6666666666666665,3.4
785,54.0,6.0,36.92307692307692,20.0,100.0,4.0,53.333333333333336,26.666666666666668,4.0,4.0,4.0
786,58.0,6.0,23.076923076923077,50.0,125.0,3.0,30.0,6.0,2.3333333333333335,2.8333333333333335,3.4
787,56.0,6.0,51.92307692307693,50.0,125.0,5.0,40.0,8.0,4.0,5.0,4.8
788,52.0,6.0,27.69230769230769,60.0,150.0,5.0,33.33333333333333,8.333333333333332,3.8333333333333335,3.5,4.4
789,58.0,6.0,57.69230769230769,40.0,100.0,5.0,37.5,25.0,4.333333333333333,4.333333333333333,4.4
790,42.0,6.0,21.923076923076923,40.0,100.0,2.0,8.88888888888889,44.44444444444444,2.1666666666666665,3.1666666666666665,3.6
791,70.0,6.0,57.69230769230769,70.0,175.0,3.0,79.13669064748201,10.79136690647482,4.5,3.8333333333333335,4.8
792,44.0,6.0,46.15384615384615,55.0,137.5,4.0,41.66666666666667,16.666666666666664,2.8333333333333335,2.3333333333333335,3.2
793,37.0,6.0,51.92307692307693,40.0,100.0,4.0,37.5,35.0,3.8333333333333335,3.8333333333333335,4.2
794,50.0,6.0,30.0,60.0,150.0,4.0,33.33333333333333,16.666666666666664,4.333333333333333,5.0,4.8
795,50.0,6.0,46.15384615384615,40.0,100.0,4.0,20.51282051282051,23.076923076923077,4.833333333333333,4.666666666666667,4.8
796,60.0,6.0,43.26923076923077,50.0,125.0,3.0,27.27272727272727,36.36363636363637,2.8333333333333335,2.0,2.4
797,48.0,6.0,13.846153846153845,5.0,100.0,1.0,45.45454545454545,45.45454545454545,5.0,5.0,5.0
798,62.0,6.0,34.61538461538461,40.0,100.0,5.0,10.0,25.0,4.833333333333333,3.3333333333333335,5.0
799,64.0,6.0,39.80769230769231,50.0,125.0,4.0,24.0,30.0,4.333333333333333,3.3333333333333335,4.2
800,45.0,6.0,40.38461538461539,60.0,150.0,3.0,33.33333333333333,16.666666666666664,3.5,4.333333333333333,4.6
801,57.0,6.0,43.26923076923077,55.0,137.5,3.0,72.72727272727273,9.090909090909092,4.0,4.166666666666667,3.8
802,43.0,6.0,40.96153846153847,40.0,100.0,3.0,65.0,20.0,3.1666666666666665,3.3333333333333335,2.8
803,64.0,6.0,51.92307692307693,55.0,137.5,3.0,9.615384615384617,48.07692307692308,3.6666666666666665,3.6666666666666665,3.6
804,64.0,6.0,28.846153846153847,40.0,100.0,3.0,29.629629629629626,29.629629629629626,3.8333333333333335,3.5,4.0
805,63.0,6.0,40.38461538461539,50.0,125.0,5.0,50.0,20.0,4.333333333333333,4.333333333333333,5.0
806,47.0,6.0,34.61538461538461,40.0,100.0,4.0,40.0,12.5,3.8333333333333335,2.5,4.0
807,59.0,6.0,34.61538461538461,50.0,125.0,4.0,30.0,20.0,3.6666666666666665,3.5,4.2
808,55.0,6.0,40.38461538461539,70.0,175.0,2.0,25.0,25.0,3.5,2.5,4.0
809,53.0,6.0,40.38461538461539,60.0,150.0,2.0,46.15384615384615,15.384615384615385,3.6666666666666665,2.1666666666666665,3.4
810,44.0,6.0,47.88461538461539,50.0,125.0,5.0,30.0,40.0,4.333333333333333,3.1666666666666665,4.2
811,44.0,6.0,46.15384615384615,45.0,112.5,2.0,14.893617021276595,10.638297872340425,3.3333333333333335,4.5,4.8
812,62.0,6.0,51.92307692307693,60.0,150.0,1.0,50.0,33.33333333333333,3.1666666666666665,1.1666666666666667,3.189285714285714
813,63.0,6.0,50.19230769230769,40.0,100.0,5.0,34.64096087427187,18.88241661941337,4.122023809523809,4.666666666666667,5.0
814,54.0,6.0,34.61538461538461,55.0,137.5,4.0,28.000000000000004,52.0,4.833333333333333,4.0,4.2
815,46.0,6.0,42.40384615384615,50.0,125.0,4.0,33.33333333333333,33.33333333333333,4.666666666666667,4.5,4.8
816,46.0,6.0,40.38461538461539,40.0,100.0,2.0,33.33333333333333,16.666666666666664,2.8333333333333335,3.1666666666666665,4.0
817,61.0,6.0,46.15384615384615,50.0,125.0,3.0,10.0,4.0,3.6666666666666665,3.5,4.2
818,57.0,6.0,62.88461538461538,50.0,125.0,2.0,16.0,16.0,4.166666666666667,3.0,4.0
819,42.0,6.0,28.846153846153847,52.5,131.25,3.0,34.48275862068966,34.48275862068966,4.5,4.0,4.8
941,27.0,2.0,18.907499999999995,35.0,116.66666666666669,2.0,0.0,83.33333333333334,4.333333333333333,1.6666666666666667,2.6
942,27.0,2.0,22.06153846153846,30.0,100.0,1.0,0.0,83.33333333333334,3.5,4.166666666666667,3.0
943,28.0,2.0,13.461538461538462,42.0,116.66666666666669,1.0,4.761904761904762,95.23809523809523,2.3333333333333335,1.5,1.6
944,31.0,2.0,12.923076923076923,40.0,100.0,2.0,0.0,75.75757575757575,4.333333333333333,4.166666666666667,4.6
